address,number,street,unit,city,state,zip,latitude,longitude,residential_proof,nearest_parcel_land_use,distance_m,parcel_id
"4770 LARAINE CT 203, Columbus, OH, 43232",4770,LARAINE CT,203,Columbus,OH,43232,39.9206282,-82.8645506,nearest parcel (within 53m) LANDUSE 510,510,52.8,530-139772
"4818 LARAINE CT 104, Columbus, OH, 43232",4818,LARAINE CT,104,Columbus,OH,43232,39.9208559,-82.8629528,nearest parcel (within 33m) LANDUSE 510,510,33.5,530-139737
"2738 BRANDY DR 103, Columbus, OH, 43232",2738,BRANDY DR,103,Columbus,OH,43232,39.9211911,-82.8629186,nearest parcel (within 39m) LANDUSE 510,510,38.8,530-139736
"4810 REFUGEE RD A, Columbus, OH, 43232",4810,REFUGEE RD,A,Columbus,OH,43232,39.9220393,-82.8627876,nearest parcel (within 54m) LANDUSE 510,510,54.1,530-139705
"3911 KIMBERLY PKWY N, Columbus, OH, 43232",3911,KIMBERLY PKWY N,,Columbus,OH,43232,39.9232703,-82.8923131,nearest parcel (within 43m) LANDUSE 550,550,43.0,010-163791
"3952 RIVERCREEK BAY WAY, Columbus, OH, 43232",3952,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9247724,-82.8921718,nearest parcel (within 29m) LANDUSE 510,510,29.4,010-172948
"2329 CARDSTON CT, Columbus, OH, 43232",2329,CARDSTON CT,,Columbus,OH,43232,39.9264584,-82.9017764,nearest parcel (within 21m) LANDUSE 510,510,21.2,010-149658
"2405 KIMBERLY PKWY N, Columbus, OH, 43232",2405,KIMBERLY PKWY N,,Columbus,OH,43232,39.9251331,-82.8888247,nearest parcel (within 58m) LANDUSE 520,520,57.8,010-182220
"3799 SOFT WIND DR, Columbus, OH, 43232",3799,SOFT WIND DR,,Columbus,OH,43232,39.9276564,-82.8925518,nearest parcel (within 53m) LANDUSE 520,520,52.6,010-182204
"3222 ST BERNARD CIR, Columbus, OH, 43232",3222,ST BERNARD CIR,,Columbus,OH,43232,39.9119508,-82.8510463,nearest parcel (within 7m) LANDUSE 510,510,7.2,010-239771
"2510 KIMBERLY PKWY E UNIT 302, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 302,Columbus,OH,43232,39.9223658,-82.8845812,nearest parcel (within 38m) LANDUSE 552,552,37.8,010-191613
"2510 KIMBERLY PKWY E UNIT 103, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 103,Columbus,OH,43232,39.9224584,-82.8844657,nearest parcel (within 29m) LANDUSE 552,552,28.9,010-191613
"3350 SUFFIELD, Columbus, OH, 43232",3350,SUFFIELD,,Columbus,OH,43232,39.910656,-82.8464214,nearest parcel (within 51m) LANDUSE 510,510,50.8,010-264958
"1538 CABORA LN, Columbus, OH, 43232",1538,CABORA LN,,Columbus,OH,43232,39.9464929,-82.8469253,nearest parcel (within 41m) LANDUSE 510,510,40.7,010-140546
"3892 RIVERCREEK BAY WAY, Columbus, OH, 43232",3892,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9248352,-82.8931099,nearest parcel (within 30m) LANDUSE 510,510,30.1,010-172945
"3376 SUFFIELD, Columbus, OH, 43232",3376,SUFFIELD,,Columbus,OH,43232,39.9102723,-82.8465343,nearest parcel (within 55m) LANDUSE 510,510,55.3,010-264961
"1526 CABORA LN, Columbus, OH, 43232",1526,CABORA LN,,Columbus,OH,43232,39.9468265,-82.8468528,nearest parcel (within 19m) LANDUSE 510,510,19.4,010-140546
"2399 KIMBERLY PKWY N, Columbus, OH, 43232",2399,KIMBERLY PKWY N,,Columbus,OH,43232,39.9251331,-82.8888247,nearest parcel (within 58m) LANDUSE 520,520,57.8,010-182220
"4023 VERONIA LN, Columbus, OH, 43232",4023,VERONIA LN,,Columbus,OH,43232,39.9170744,-82.887679,nearest parcel (within 23m) LANDUSE 510,510,22.7,010-282646
"5797 LUCINDA CT, Columbus, OH, 43232",5797,LUCINDA CT,,Columbus,OH,43232,39.946559,-82.842868,nearest parcel (within 12m) LANDUSE 550,550,12.3,010-183217
"5650 CHATFORD DR, Columbus, OH, 43232",5650,CHATFORD DR,,Columbus,OH,43232,39.9346721,-82.8420177,nearest parcel (within 15m) LANDUSE 520,520,15.4,010-144741
"276 LITTLE BROOK WAY, Columbus, OH, 43232",276,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"680 LITTLE BROOK WAY, Columbus, OH, 43232",680,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"682 LITTLE BROOK WAY, Columbus, OH, 43232",682,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"1837 MISTY WAY, Columbus, OH, 43232",1837,MISTY WAY,,Columbus,OH,43232,39.9431576,-82.8391492,nearest parcel (within 5m) LANDUSE 550,550,5.4,550-191271
"3180 ELIM MANOR CT 115, Columbus, OH, 43232",3180,ELIM MANOR CT,115,Columbus,OH,43232,39.9242788,-82.9083643,nearest parcel (within 11m) LANDUSE 550,550,11.4,010-162944
"2228 WABASH CT W, Columbus, OH, 43232",2228,WABASH CT W,,Columbus,OH,43232,39.9257787,-82.9078269,nearest parcel (within 8m) LANDUSE 520,520,7.9,010-138343
"2594 NOE-BIXBY RD B, Columbus, OH, 43232",2594,NOE-BIXBY RD,B,Columbus,OH,43232,39.9233215,-82.8639499,nearest parcel (within 58m) LANDUSE 510,510,58.0,010-133214
"3425 WESTPOINT DR, Columbus, OH, 43232",3425,WESTPOINT DR,,Columbus,OH,43232,39.9186605,-82.9052503,nearest parcel (within 23m) LANDUSE 520,520,22.6,010-172689
"5050 COVENTRY CT N B, Columbus, OH, 43232",5050,COVENTRY CT N,B,Columbus,OH,43232,39.9391896,-82.8592457,nearest parcel (within 32m) LANDUSE 510,510,31.8,010-127363
"3455 WESTPOINT DR, Columbus, OH, 43232",3455,WESTPOINT DR,,Columbus,OH,43232,39.9186787,-82.9043813,nearest parcel (within 19m) LANDUSE 510,510,19.4,010-172692
"2926 TRACER RD, Columbus, OH, 43232",2926,TRACER RD,,Columbus,OH,43232,39.913734,-82.9034569,nearest parcel (within 13m) LANDUSE 510,510,13.2,530-229970
"3473 COURTRIGHT LN C, Columbus, OH, 43232",3473,COURTRIGHT LN,C,Columbus,OH,43232,39.9253074,-82.8999338,nearest parcel (within 21m) LANDUSE 510,510,20.6,010-149639
"3693 MATHENA WAY, Columbus, OH, 43232",3693,MATHENA WAY,,Columbus,OH,43232,39.9121558,-82.8993623,nearest parcel (within 17m) LANDUSE 510,510,17.0,530-246841
"3848 RIVERCREEK BAY WAY, Columbus, OH, 43232",3848,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9248872,-82.8939731,nearest parcel (within 30m) LANDUSE 510,510,29.8,010-172941
"5838 HALLRIDGE CIR B, Columbus, OH, 43232",5838,HALLRIDGE CIR,B,Columbus,OH,43232,39.9477193,-82.8420463,nearest parcel (within 12m) LANDUSE 550,550,12.2,010-183246
"5722 SARANAC DR, Columbus, OH, 43232",5722,SARANAC DR,,Columbus,OH,43232,39.9413002,-82.8416223,nearest parcel (within 58m) LANDUSE 520,520,57.9,010-125629
"502 LITTLE BROOK WAY, Columbus, OH, 43232",502,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"824 LITTLE BROOK WAY, Columbus, OH, 43232",824,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"580 LITTLE BROOK WAY, Columbus, OH, 43232",580,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"2169 BALFORD SQ E, Columbus, OH, 43232",2169,BALFORD SQ E,,Columbus,OH,43232,39.9274994,-82.9040181,nearest parcel (within 11m) LANDUSE 510,510,10.9,010-149445
"3795 KIMBERLY PKWY N, Columbus, OH, 43232",3795,KIMBERLY PKWY N,,Columbus,OH,43232,39.9218243,-82.895364,nearest parcel (within 32m) LANDUSE 550,550,32.5,010-209612
"3801 KIMBERLY PKWY N, Columbus, OH, 43232",3801,KIMBERLY PKWY N,,Columbus,OH,43232,39.9219571,-82.895051,nearest parcel (within 5m) LANDUSE 550,550,4.5,010-209612
"2441 HUDSON BAY WAY, Columbus, OH, 43232",2441,HUDSON BAY WAY,,Columbus,OH,43232,39.9238047,-82.895033,nearest parcel (within 52m) LANDUSE 550,550,51.6,010-209566
"2288 SUNSHINE PL, Columbus, OH, 43232",2288,SUNSHINE PL,,Columbus,OH,43232,39.926723,-82.890207,nearest parcel (within 37m) LANDUSE 520,520,36.8,010-182212
"2673 NATALIA DR, Columbus, OH, 43232",2673,NATALIA DR,,Columbus,OH,43232,39.9188308,-82.8883311,nearest parcel (within 35m) LANDUSE 510,510,35.3,010-282657
"1777 SUNAPPLE WAY, Columbus, OH, 43232",1777,SUNAPPLE WAY,,Columbus,OH,43232,39.9440066,-82.8436115,nearest parcel (within 4m) LANDUSE 550,550,3.8,010-186896
"5902 LITTLE BROOK WAY, Columbus, OH, 43232",5902,LITTLE BROOK WAY,,Columbus,OH,43232,39.9453897,-82.8416111,nearest parcel (within 6m) LANDUSE 550,550,5.9,010-190570
"890 LITTLE BROOK WAY, Columbus, OH, 43232",890,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"548 LITTLE BROOK WAY, Columbus, OH, 43232",548,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"560 LITTLE BROOK WAY, Columbus, OH, 43232",560,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"40 LITTLE BROOK WAY, Columbus, OH, 43232",40,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"172 LITTLE BROOK WAY, Columbus, OH, 43232",172,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"202 LITTLE BROOK WAY, Columbus, OH, 43232",202,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"796 LITTLE BROOK WAY, Columbus, OH, 43232",796,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3176 EASTHAVEN DR S, Columbus, OH, 43232",3176,EASTHAVEN DR S,,Columbus,OH,43232,39.9249767,-82.9079363,nearest parcel (within 11m) LANDUSE 550,550,10.9,010-162967
"2225 GARNET PL, Columbus, OH, 43232",2225,GARNET PL,,Columbus,OH,43232,39.9259855,-82.9075571,nearest parcel (within 18m) LANDUSE 520,520,18.1,010-138344
"3428 WESTPOINT DR, Columbus, OH, 43232",3428,WESTPOINT DR,,Columbus,OH,43232,39.9191944,-82.9053686,nearest parcel (within 45m) LANDUSE 520,520,44.6,010-172688
"2738 BRANDY DR 102, Columbus, OH, 43232",2738,BRANDY DR,102,Columbus,OH,43232,39.9212125,-82.8628813,nearest parcel (within 37m) LANDUSE 510,510,37.4,530-139736
"3491 COURTRIGHT LN, Columbus, OH, 43232",3491,COURTRIGHT LN,,Columbus,OH,43232,39.9251963,-82.8994204,nearest parcel (within 15m) LANDUSE 510,510,14.6,010-149605
"5781 HALLRIDGE CIR CN C, Columbus, OH, 43232",5781,HALLRIDGE CIR,CN C,Columbus,OH,43232,39.9477626,-82.8435089,nearest parcel (within 10m) LANDUSE 550,550,9.8,010-183198
"5781 HALLRIDGE CIR CN B, Columbus, OH, 43232",5781,HALLRIDGE CIR,CN B,Columbus,OH,43232,39.9477964,-82.8435819,nearest parcel (within 13m) LANDUSE 550,550,12.7,010-183180
"5848 HALLRIDGE CIR, Columbus, OH, 43232",5848,HALLRIDGE CIR,,Columbus,OH,43232,39.9471001,-82.8420369,nearest parcel (within 5m) LANDUSE 550,550,5.2,010-183266
"5042 MYERS RD, Columbus, OH, 43232",5042,MYERS RD,,Columbus,OH,43232,39.9364019,-82.8591541,nearest parcel (within 36m) LANDUSE 510,510,36.5,010-127383
"3573 DELPORT WAY, Columbus, OH, 43232",3573,DELPORT WAY,,Columbus,OH,43232,39.9088715,-82.8996821,nearest parcel (within 4m) LANDUSE 510,510,4.4,530-244844
"2323 RANDY CT, Columbus, OH, 43232",2323,RANDY CT,,Columbus,OH,43232,39.9244846,-82.8982369,nearest parcel (within 27m) LANDUSE 520,520,26.7,010-149976
"5345 YORKSHIRE VILLAGE LN, Columbus, OH, 43232",5345,YORKSHIRE VILLAGE LN,,Columbus,OH,43232,39.9450174,-82.8526649,nearest parcel (within 14m) LANDUSE 550,550,13.9,010-145289
"5410 YORKSHIRE TERRACE DR B, Columbus, OH, 43232",5410,YORKSHIRE TERRACE DR,B,Columbus,OH,43232,39.9450323,-82.8507563,nearest parcel (within 30m) LANDUSE 510,510,30.5,010-127165
"4020 VERONIA LN, Columbus, OH, 43232",4020,VERONIA LN,,Columbus,OH,43232,39.9173554,-82.8877879,nearest parcel (within 1m) LANDUSE 510,510,0.8,010-282625
"5592 TINLEY PARK, Columbus, OH, 43232",5592,TINLEY PARK,,Columbus,OH,43232,39.9118095,-82.8462983,nearest parcel (within 51m) LANDUSE 510,510,50.7,010-264950
"2043 BAIRSFORD DR, Columbus, OH, 43232",2043,BAIRSFORD DR,,Columbus,OH,43232,39.9361664,-82.8464148,nearest parcel (within 46m) LANDUSE 520,520,46.4,010-144794
"1861 BAIRSFORD DR, Columbus, OH, 43232",1861,BAIRSFORD DR,,Columbus,OH,43232,39.9400621,-82.8461547,nearest parcel (within 53m) LANDUSE 520,520,53.1,010-148343
"5766 HALLRIDGE CIR, Columbus, OH, 43232",5766,HALLRIDGE CIR,,Columbus,OH,43232,39.9481827,-82.8443063,nearest parcel (within 9m) LANDUSE 550,550,8.9,010-183165
"112 LITTLE BROOK WAY, Columbus, OH, 43232",112,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"808 LITTLE BROOK WAY, Columbus, OH, 43232",808,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"450 LITTLE BROOK WAY, Columbus, OH, 43232",450,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"166 LITTLE BROOK WAY, Columbus, OH, 43232",166,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"1567 ALLENFORD CT, Columbus, OH, 43232",1567,ALLENFORD CT,,Columbus,OH,43232,39.9458781,-82.8488925,nearest parcel (within 24m) LANDUSE 510,510,24.4,010-139099
"2947 THORNELL WAY, Columbus, OH, 43232",2947,THORNELL WAY,,Columbus,OH,43232,39.9186444,-82.8473614,nearest parcel (within 22m) LANDUSE 510,510,22.4,010-169474
"1551 BANDERA CT, Columbus, OH, 43232",1551,BANDERA CT,,Columbus,OH,43232,39.9463452,-82.8478545,nearest parcel (within 29m) LANDUSE 510,510,28.7,010-139095
"2510 KIMBERLY PKWY E UNIT 310, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 310,Columbus,OH,43232,39.9227591,-82.8845314,nearest parcel (within 37m) LANDUSE 552,552,37.3,010-191619
"2510 KIMBERLY PKWY E UNIT 202, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 202,Columbus,OH,43232,39.9223694,-82.884558,nearest parcel (within 36m) LANDUSE 552,552,35.8,010-191613
"1752 SUNAPPLE WAY, Columbus, OH, 43232",1752,SUNAPPLE WAY,,Columbus,OH,43232,39.9447437,-82.8431372,nearest parcel (within 14m) LANDUSE 550,550,14.4,010-186853
"814 LITTLE BROOK WAY, Columbus, OH, 43232",814,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"190 LITTLE BROOK WAY, Columbus, OH, 43232",190,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"2788 NOE-BIXBY RD, Columbus, OH, 43232",2788,NOE-BIXBY RD,,Columbus,OH,43232,39.9192663,-82.8646954,nearest parcel (within 5m) LANDUSE 510,510,5.0,530-139767
"4816 ROLLINGBROOK LN A, Columbus, OH, 43232",4816,ROLLINGBROOK LN,A,Columbus,OH,43232,39.9225704,-82.8627515,nearest parcel (within 42m) LANDUSE 510,510,41.6,010-133219
"2445 HUDSON BAY WAY, Columbus, OH, 43232",2445,HUDSON BAY WAY,,Columbus,OH,43232,39.9237555,-82.8949757,nearest parcel (within 50m) LANDUSE 550,550,50.2,010-209566
"3182 ST BERNARD CIR, Columbus, OH, 43232",3182,ST BERNARD CIR,,Columbus,OH,43232,39.9126263,-82.8509891,nearest parcel (within 8m) LANDUSE 510,510,8.1,010-239776
"1569 ALLENFORD CT, Columbus, OH, 43232",1569,ALLENFORD CT,,Columbus,OH,43232,39.9457231,-82.848781,nearest parcel (within 43m) LANDUSE 510,510,43.4,010-139099
"3803 KIMBERLY PKWY N, Columbus, OH, 43232",3803,KIMBERLY PKWY N,,Columbus,OH,43232,39.9219216,-82.8950045,nearest parcel (within 10m) LANDUSE 550,550,9.6,010-209612
"2051 BAIRSFORD DR, Columbus, OH, 43232",2051,BAIRSFORD DR,,Columbus,OH,43232,39.9360014,-82.8463475,nearest parcel (within 47m) LANDUSE 520,520,47.5,010-144793
"1532 CABORA LN, Columbus, OH, 43232",1532,CABORA LN,,Columbus,OH,43232,39.9466534,-82.846892,nearest parcel (within 26m) LANDUSE 510,510,26.1,010-140546
"3915 KIMBERLY PKWY N, Columbus, OH, 43232",3915,KIMBERLY PKWY N,,Columbus,OH,43232,39.9233065,-82.8921742,nearest parcel (within 44m) LANDUSE 550,550,44.5,010-163793
"3920 RIVERCREEK BAY WAY, Columbus, OH, 43232",3920,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9247844,-82.892696,nearest parcel (within 34m) LANDUSE 510,510,34.3,010-172947
"2213 GARNET PL, Columbus, OH, 43232",2213,GARNET PL,,Columbus,OH,43232,39.9259931,-82.9077319,nearest parcel (within 5m) LANDUSE 520,520,4.8,010-138344
"1783 SUNAPPLE WAY, Columbus, OH, 43232",1783,SUNAPPLE WAY,,Columbus,OH,43232,39.9439102,-82.8437287,nearest parcel (within 12m) LANDUSE 551,551,12.2,010-186899
"5782 HALLRIDGE CIR, Columbus, OH, 43232",5782,HALLRIDGE CIR,,Columbus,OH,43232,39.9481515,-82.8437069,nearest parcel (within 9m) LANDUSE 550,550,9.0,010-183191
"3270 MERIDIAN RD, Columbus, OH, 43232",3270,MERIDIAN RD,,Columbus,OH,43232,39.9263451,-82.9055711,nearest parcel (within 57m) LANDUSE 510,510,56.8,010-138436
"1722 SUNAPPLE WAY, Columbus, OH, 43232",1722,SUNAPPLE WAY,,Columbus,OH,43232,39.9454531,-82.8427341,nearest parcel (within 9m) LANDUSE 550,550,9.0,010-186866
"158 LITTLE BROOK WAY, Columbus, OH, 43232",158,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"792 LITTLE BROOK WAY, Columbus, OH, 43232",792,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"218 LITTLE BROOK WAY, Columbus, OH, 43232",218,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"3507 PETZINGER RD, Columbus, OH, 43232",3507,PETZINGER RD,,Columbus,OH,43232,39.9271947,-82.8997538,nearest parcel (within 7m) LANDUSE 510,510,6.8,010-149575
"2949 WHITLOW RD, Columbus, OH, 43232",2949,WHITLOW RD,,Columbus,OH,43232,39.9176254,-82.8528112,nearest parcel (within 55m) LANDUSE 510,510,55.2,260-000116
"5384 YORKSHIRE TERRACE DR A, Columbus, OH, 43232",5384,YORKSHIRE TERRACE DR,A,Columbus,OH,43232,39.9448994,-82.8513803,nearest parcel (within 32m) LANDUSE 510,510,32.4,010-127164
"5591 HIBERNIA DR B, Columbus, OH, 43232",5591,HIBERNIA DR,B,Columbus,OH,43232,39.9516177,-82.8515271,nearest parcel (within 58m) LANDUSE 510,510,58.0,010-127283
"5604 HIBERNIA DR C, Columbus, OH, 43232",5604,HIBERNIA DR,C,Columbus,OH,43232,39.9529158,-82.8510745,nearest parcel (within 50m) LANDUSE 511,511,49.8,010-129672
"3980 RIVERCREEK BAY WAY, Columbus, OH, 43232",3980,RIVERCREEK BAY WAY,,Columbus,OH,43232,39.9247494,-82.8916511,nearest parcel (within 28m) LANDUSE 510,510,27.6,010-182229
"2728 NATALIA DR, Columbus, OH, 43232",2728,NATALIA DR,,Columbus,OH,43232,39.9174953,-82.8881861,nearest parcel (within 11m) LANDUSE 510,510,11.4,010-282649
"2771 GLENBRIAR CT, Columbus, OH, 43232",2771,GLENBRIAR CT,,Columbus,OH,43232,39.9221105,-82.8487042,nearest parcel (within 23m) LANDUSE 510,510,22.6,010-159962
"2510 KIMBERLY PKWY E UNIT 308, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 308,Columbus,OH,43232,39.9227212,-82.8845442,nearest parcel (within 38m) LANDUSE 552,552,37.7,010-191619
"1552 BANDERA CT, Columbus, OH, 43232",1552,BANDERA CT,,Columbus,OH,43232,39.9464078,-82.8475727,nearest parcel (within 31m) LANDUSE 510,510,30.7,010-139094
"1556 BANDERA CT, Columbus, OH, 43232",1556,BANDERA CT,,Columbus,OH,43232,39.946306,-82.8475011,nearest parcel (within 43m) LANDUSE 510,510,43.4,010-139094
"2053 BAIRSFORD DR, Columbus, OH, 43232",2053,BAIRSFORD DR,,Columbus,OH,43232,39.9359314,-82.846296,nearest parcel (within 47m) LANDUSE 520,520,47.1,010-144793
"1973 BAIRSFORD DR, Columbus, OH, 43232",1973,BAIRSFORD DR,,Columbus,OH,43232,39.9377377,-82.8467984,nearest parcel (within 52m) LANDUSE 520,520,52.1,010-148333
"5579 CHATTERTON RD, Columbus, OH, 43232",5579,CHATTERTON RD,,Columbus,OH,43232,39.9123778,-82.8459883,nearest parcel (within 31m) LANDUSE 510,510,31.0,010-254367
"5200 CEDAR DR L, Columbus, OH, 43232",5200,CEDAR DR,L,Columbus,OH,43232,39.936009,-82.854148,nearest parcel (within 24m) LANDUSE 510,510,24.5,010-127403
"1628 COPPERTREE RD, Columbus, OH, 43232",1628,COPPERTREE RD,,Columbus,OH,43232,39.9450044,-82.8538177,nearest parcel (within 17m) LANDUSE 550,550,17.1,010-186701
"1718 SUNAPPLE WAY, Columbus, OH, 43232",1718,SUNAPPLE WAY,,Columbus,OH,43232,39.9455795,-82.8427169,nearest parcel (within 4m) LANDUSE 550,550,4.5,010-186865
"5815 HALLRIDGE CIR, Columbus, OH, 43232",5815,HALLRIDGE CIR,,Columbus,OH,43232,39.947221,-82.84275,nearest parcel (within 10m) LANDUSE 550,550,9.6,010-183232
"5716 SARANAC DR, Columbus, OH, 43232",5716,SARANAC DR,,Columbus,OH,43232,39.9412531,-82.8417469,nearest parcel (within 55m) LANDUSE 520,520,54.7,010-125630
"644 LITTLE BROOK WAY, Columbus, OH, 43232",644,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"454 LITTLE BROOK WAY, Columbus, OH, 43232",454,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"260 LITTLE BROOK WAY, Columbus, OH, 43232",260,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"1811 CHANNINGWAY CT E, Columbus, OH, 43232",1811,CHANNINGWAY CT E,,Columbus,OH,43232,39.9415509,-82.8394195,nearest parcel (within 45m) LANDUSE 510,510,44.9,010-139367
"3647 FARTHING LN, Columbus, OH, 43232",3647,FARTHING LN,,Columbus,OH,43232,39.9128907,-82.9091737,nearest parcel (within 59m) LANDUSE 510,510,58.5,180-001267
"4774 LARAINE CT 104, Columbus, OH, 43232",4774,LARAINE CT,104,Columbus,OH,43232,39.9205751,-82.8643558,nearest parcel (within 50m) LANDUSE 510,510,50.0,530-139748
"3379 BRANFORD, Columbus, OH, 43232",3379,BRANFORD,,Columbus,OH,43232,39.9101721,-82.8462085,nearest parcel (within 27m) LANDUSE 510,510,27.3,010-264961
"2510 KIMBERLY PKWY E 103, Columbus, OH, 43232",2510,KIMBERLY PKWY E,103,Columbus,OH,43232,39.9225143,-82.884635,nearest parcel (within 43m) LANDUSE 552,552,43.3,010-191615
"5616 TINLEY PARK, Columbus, OH, 43232",5616,TINLEY PARK,,Columbus,OH,43232,39.9118135,-82.8457998,nearest parcel (within 10m) LANDUSE 510,510,9.9,010-264950
"142 LITTLE BROOK WAY, Columbus, OH, 43232",142,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"414 LITTLE BROOK WAY, Columbus, OH, 43232",414,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"664 LITTLE BROOK WAY, Columbus, OH, 43232",664,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,nearest parcel (within 20m) LANDUSE 520,520,20.1,010-180563
"5948 LITTLE BROOK WAY, Columbus, OH, 43232",5948,LITTLE BROOK WAY,,Columbus,OH,43232,39.9446827,-82.8405252,nearest parcel (within 9m) LANDUSE 550,550,9.2,010-187667
"3278 EDINWICK WAY, Columbus, OH, 43232",3278,EDINWICK WAY,,Columbus,OH,43232,39.9142726,-82.8379716,nearest parcel (within 17m) LANDUSE 550,550,16.7,530-284012
"1863 MISTY WAY, Columbus, OH, 43232",1863,MISTY WAY,,Columbus,OH,43232,39.9429163,-82.8380817,nearest parcel (within 6m) LANDUSE 550,550,6.1,550-198888
"3180 ELIM MANOR CT 215, Columbus, OH, 43232",3180,ELIM MANOR CT,215,Columbus,OH,43232,39.9242774,-82.9083752,nearest parcel (within 11m) LANDUSE 550,550,10.8,010-162944
"3173 EASTHAVEN DR S, Columbus, OH, 43232",3173,EASTHAVEN DR S,,Columbus,OH,43232,39.9246911,-82.9079489,nearest parcel (within 22m) LANDUSE 550,550,22.3,010-162969
"6159 KENSINGTON GLEN DR, Columbus, OH, 43232",6159,KENSINGTON GLEN DR,,Columbus,OH,43232,39.9153438,-82.8312774,nearest parcel (within 20m) LANDUSE 510,510,20.4,530-251695
"3543 PETZINGER RD, Columbus, OH, 43232",3543,PETZINGER RD,,Columbus,OH,43232,39.9266815,-82.8992927,nearest parcel (within 11m) LANDUSE 510,510,11.2,010-149595
