address,number,street,unit,city,state,zip,latitude,longitude,parcel_id,land_use_code,land_use_type,verification,homestead,year_built,bedrooms,bathrooms,appraised_value,annual_tax,sale_price,sale_date,census_match,census_matched_address
"3293 PAYDAY LN, Columbus, OH, 43232",3293,PAYDAY LN,,Columbus,OH,43232,39.910467,-82.8452002,010-264958,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,244100.00,3834.5,119500,10/06/2006,Y,Exact
"2029 BAIRSFORD DR 1B, Columbus, OH, 43232",2029,BAIRSFORD DR,1B,Columbus,OH,43232,39.9364405,-82.8466069,010-144795,520,TWO_FAMILY,auditor_parcel,,1969,6,2,239400.00,3800.62,0,05/11/2022,Y,Non_Exact
"2067 PRESTWICK DR, Columbus, OH, 43232",2067,PRESTWICK DR,,Columbus,OH,43232,39.9359836,-82.843201,010-144750,510,SINGLE_FAMILY,auditor_parcel,,1987,3,2,207300.00,3256.44,114000,01/17/2014,Y,Exact
"3804 CHARBONNETT CT, Columbus, OH, 43232",3804,CHARBONNETT CT,,Columbus,OH,43232,39.9215671,-82.8951023,010-161524,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,74700.00,1173.6,0,10/10/2000,Y,Exact
"5809 TEMPLAR ST, Columbus, OH, 43232",5809,TEMPLAR ST,,Columbus,OH,43232,39.9136037,-82.8402815,010-253476,510,SINGLE_FAMILY,auditor_parcel,,2001,4,2,236200.00,3710.62,0,08/27/2013,Y,Exact
"1952 BAIRSFORD DR, Columbus, OH, 43232",1952,BAIRSFORD DR,,Columbus,OH,43232,39.9379889,-82.8463593,010-148334,520,TWO_FAMILY,auditor_parcel,,1969,4,2,205700.00,3265.46,310500,06/27/2025,Y,Exact
"1791 WOODCREST RD, Columbus, OH, 43232",1791,WOODCREST RD,,Columbus,OH,43232,39.9404796,-82.8562938,010-127530,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,180300.00,2832.32,87500,12/28/2015,Y,Exact
"2667 GLENBRIAR ST, Columbus, OH, 43232",2667,GLENBRIAR ST,,Columbus,OH,43232,39.9242977,-82.8486342,010-160011,510,SINGLE_FAMILY,auditor_parcel,,1973,4,1,260800.00,4183.66,443817,02/04/2019,Y,Exact
"5326 PALADIM RD, Columbus, OH, 43232",5326,PALADIM RD,,Columbus,OH,43232,39.9178534,-82.8511419,010-161491,510,SINGLE_FAMILY,auditor_parcel,,1973,3,1,161600.00,2592.5,337500,10/05/2018,Y,Exact
"2930 BRIAR RIDGE RD, Columbus, OH, 43232",2930,BRIAR RIDGE RD,,Columbus,OH,43232,39.9138783,-82.9006164,530-241079,510,SINGLE_FAMILY,auditor_parcel,,1997,3,2,224800.00,3336.18,133325,02/13/1998,Y,Exact
"4765 NIELES EDGE DR, Columbus, OH, 43232",4765,NIELES EDGE DR,,Columbus,OH,43232,39.9133327,-82.8677266,010-271090,510,SINGLE_FAMILY,auditor_parcel,,2005,3,2,219600.00,3449.44,0,04/11/2023,Y,Exact
"5367 CARBONDALE DR, Columbus, OH, 43232",5367,CARBONDALE DR,,Columbus,OH,43232,39.9255788,-82.8478777,010-160000,510,SINGLE_FAMILY,auditor_parcel,,1972,4,1,178300.00,2860.12,104500,01/04/2006,Y,Exact
"2487 BURGANDY LN, Columbus, OH, 43232",2487,BURGANDY LN,,Columbus,OH,43232,39.9223285,-82.8923791,010-163774,551,APARTMENT,auditor_parcel,,1972,2,1,65800.00,1055.42,15000,10/10/2014,Y,Exact
"2136 BALFORD SQ W, Columbus, OH, 43232",2136,BALFORD SQ W,,Columbus,OH,43232,39.9281076,-82.9043747,010-149470,510,SINGLE_FAMILY,auditor_parcel,Y,1968,3,1,160800.00,2085.98,0,06/24/2021,Y,Exact
"2619 BROWNFIELD RD, Columbus, OH, 43232",2619,BROWNFIELD RD,,Columbus,OH,43232,39.9250352,-82.85082,010-144286,510,SINGLE_FAMILY,auditor_parcel,,1967,3,1,174500.00,2741.26,210000,07/13/2023,Y,Exact
"5383 BLEAKER AVE, Columbus, OH, 43232",5383,BLEAKER AVE,,Columbus,OH,43232,39.9181127,-82.8458615,010-169450,510,SINGLE_FAMILY,auditor_parcel,,1979,3,2,164600.00,2640.62,64295,04/16/2007,Y,Exact
"3257 PAYDAY LN, Columbus, OH, 43232",3257,PAYDAY LN,,Columbus,OH,43232,39.9113384,-82.845182,010-264952,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,260400.00,4090.76,142200,03/03/2004,Y,Exact
"5381 ADDERLEY AVE, Columbus, OH, 43232",5381,ADDERLEY AVE,,Columbus,OH,43232,39.9189741,-82.8460868,010-169468,510,SINGLE_FAMILY,auditor_parcel,,1981,3,1,166300.00,2667.66,0,11/03/2023,Y,Exact
"2033 WALNUT HILL PARK DR, Columbus, OH, 43232",2033,WALNUT HILL PARK DR,,Columbus,OH,43232,39.9369634,-82.8413978,010-144732,510,SINGLE_FAMILY,auditor_parcel,,1978,3,2,256900.00,4120.86,279500,12/19/2024,Y,Exact
"1807 FLEMING RD, Columbus, OH, 43232",1807,FLEMING RD,,Columbus,OH,43232,39.9404682,-82.8528023,010-127792,510,SINGLE_FAMILY,auditor_parcel,,1961,4,1,150300.00,2411.02,10675500,11/20/2024,Y,Exact
"1500 MANOR DR, Columbus, OH, 43232",1500,MANOR DR,,Columbus,OH,43232,39.9484756,-82.8332008,550-156176,510,SINGLE_FAMILY,auditor_parcel,,1995,3,2,209200.00,3061.5,0,10/03/2024,Y,Exact
"5328 BRAYTON AVE, Columbus, OH, 43232",5328,BRAYTON AVE,,Columbus,OH,43232,39.9160755,-82.847036,010-204865,510,SINGLE_FAMILY,auditor_parcel,,1987,3,1,171600.00,2752.9,50000,03/04/2008,Y,Exact
"2949 FENWOOD DR, Columbus, OH, 43232",2949,FENWOOD DR,,Columbus,OH,43232,39.9202185,-82.8392227,010-233632,510,SINGLE_FAMILY,auditor_parcel,,1996,3,2,226300.00,3554.92,269900,06/13/2025,Y,Exact
"5739 MOUZON DR, Columbus, OH, 43232",5739,MOUZON DR,,Columbus,OH,43232,39.9086448,-82.8418006,530-282616,510,SINGLE_FAMILY,auditor_parcel,,2018,2,2,233700.00,3468.48,187890,08/05/2019,Y,Exact
"1875 WOODETTE RD, Columbus, OH, 43232",1875,WOODETTE RD,,Columbus,OH,43232,39.9394452,-82.8497444,010-127714,510,SINGLE_FAMILY,auditor_parcel,Y,1961,4,2,146300.00,1858.46,52000,04/08/2013,Y,Exact
"2950 REMINGTON RIDGE RD, Columbus, OH, 43232",2950,REMINGTON RIDGE RD,,Columbus,OH,43232,39.9134578,-82.9015658,530-238500,510,SINGLE_FAMILY,auditor_parcel,,1998,3,2,210000.00,3116.56,120150,02/11/1998,Y,Exact
"2538 MAYBURY RD, Columbus, OH, 43232",2538,MAYBURY RD,,Columbus,OH,43232,39.9263727,-82.854264,010-136174,510,SINGLE_FAMILY,auditor_parcel,,1966,3,1,191900.00,3014.56,0,04/06/2022,Y,Exact
"4930 REFUGEE RD, Columbus, OH, 43232",4930,REFUGEE RD,,Columbus,OH,43232,39.9219925,-82.8593045,010-133250,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,162300.00,2549.6,55000,03/04/2015,Y,Exact
"1870 RIVERDALE RD, Columbus, OH, 43232",1870,RIVERDALE RD,,Columbus,OH,43232,39.9386783,-82.8564415,010-127617,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,169000.00,2710.74,10675500,11/20/2024,Y,Exact
"2159 KINGSHAVEN PL, Columbus, OH, 43232",2159,KINGSHAVEN PL,,Columbus,OH,43232,39.9272364,-82.9070332,010-138415,510,SINGLE_FAMILY,auditor_parcel,,1970,4,2,180700.00,2838.64,0,08/29/2024,Y,Exact
"2455 LISBON DR, Columbus, OH, 43232",2455,LISBON DR,,Columbus,OH,43232,39.9276802,-82.8567096,010-132994,510,SINGLE_FAMILY,auditor_parcel,,1964,5,1,206000.00,3304.68,0,09/07/2023,Y,Exact
"4985 COMSTOCK DR, Columbus, OH, 43232",4985,COMSTOCK DR,,Columbus,OH,43232,39.9276953,-82.8589632,010-132952,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,166700.00,2674.08,10678000,11/18/2024,Y,Exact
"1880 WOODCREST RD, Columbus, OH, 43232",1880,WOODCREST RD,,Columbus,OH,43232,39.93841,-82.8580093,010-127561,510,SINGLE_FAMILY,auditor_parcel,Y,1961,3,1,183600.00,2444.56,55000,12/14/1989,Y,Exact
"3160 AMBERFIELD DR, Columbus, OH, 43232",3160,AMBERFIELD DR,,Columbus,OH,43232,39.9119668,-82.8644376,010-265759,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,275200.00,4322.78,305000,04/28/2023,Y,Exact
"5367 ADDERLEY AVE, Columbus, OH, 43232",5367,ADDERLEY AVE,,Columbus,OH,43232,39.9189538,-82.8464504,010-169470,510,SINGLE_FAMILY,auditor_parcel,,1978,4,1,186400.00,2928.38,85000,11/26/2014,Y,Exact
"4927 KRESGE DR, Columbus, OH, 43232",4927,KRESGE DR,,Columbus,OH,43232,39.9231862,-82.8594426,010-133130,510,SINGLE_FAMILY,auditor_parcel,,1964,3,2,190700.00,2995.72,123500,05/16/2005,Y,Exact
"5038 CARBONDALE DR, Columbus, OH, 43232",5038,CARBONDALE DR,,Columbus,OH,43232,39.9261349,-82.8575431,010-009994,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,175400.00,2755.16,79000,09/11/2014,Y,Exact
"2780 LAKE PARK DR, Columbus, OH, 43232",2780,LAKE PARK DR,,Columbus,OH,43232,39.9130854,-82.9170284,530-148870,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,133600.00,1982.72,58000,01/17/2012,Y,Exact
"2478 MASON VILLAGE CT, Columbus, OH, 43232",2478,MASON VILLAGE CT,,Columbus,OH,43232,39.9224862,-82.895126,010-209587,550,APARTMENT_4PLUS,auditor_parcel,,1987,2,2,89300.00,1432.6,0,03/30/2012,Y,Exact
"6043 ASTOR AVE, Columbus, OH, 43232",6043,ASTOR AVE,,Columbus,OH,43232,39.9446496,-82.8329293,550-156011,510,SINGLE_FAMILY,auditor_parcel,,1997,3,2,177800.00,2535.34,191000,07/19/2021,Y,Exact
"3209 KINGS REALM AVE, Columbus, OH, 43232",3209,KINGS REALM AVE,,Columbus,OH,43232,39.9144449,-82.8409255,010-253596,510,SINGLE_FAMILY,auditor_parcel,,2002,3,2,242100.00,3803.06,121850,08/06/2002,Y,Exact
"2367 CARLFORD ST, Columbus, OH, 43232",2367,CARLFORD ST,,Columbus,OH,43232,39.9234695,-82.9031818,010-154804,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,152300.00,2392.52,67000,06/02/1998,Y,Exact
"3437 CARDSTON PL, Columbus, OH, 43232",3437,CARDSTON PL,,Columbus,OH,43232,39.9250421,-82.9008947,010-149617,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,143100.00,2295.54,0,08/25/2017,Y,Exact
"2729 GLENBRIAR ST, Columbus, OH, 43232",2729,GLENBRIAR ST,,Columbus,OH,43232,39.9230154,-82.8487454,010-160002,510,SINGLE_FAMILY,auditor_parcel,Y,1972,4,1,186100.00,2483.62,57450,10/19/1988,Y,Exact
"1603 HALLWORTH CT, Columbus, OH, 43232",1603,HALLWORTH CT,,Columbus,OH,43232,39.9463661,-82.8403133,010-183066,550,APARTMENT_4PLUS,auditor_parcel,,1972,3,2,93600.00,1501.32,46100,04/22/2019,Y,Exact
"3129 AMBERFIELD DR, Columbus, OH, 43232",3129,AMBERFIELD DR,,Columbus,OH,43232,39.9127471,-82.8644804,010-265790,510,SINGLE_FAMILY,auditor_parcel,,2006,3,2,221800.00,3484,105200,08/03/2010,Y,Exact
"4835 REFUGEE RD, Columbus, OH, 43232",4835,REFUGEE RD,,Columbus,OH,43232,39.9215618,-82.8618943,530-139708,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,182300.00,2705.68,89000,11/26/2002,Y,Exact
"2360 WEYBURN RD, Columbus, OH, 43232",2360,WEYBURN RD,,Columbus,OH,43232,39.9235233,-82.903503,010-154795,510,SINGLE_FAMILY,auditor_parcel,,1970,3,2,142600.00,2287.28,0,07/08/2002,Y,Exact
"2956 TRACER RD, Columbus, OH, 43232",2956,TRACER RD,,Columbus,OH,43232,39.9129897,-82.9035666,530-229976,510,SINGLE_FAMILY,auditor_parcel,,1997,3,2,212200.00,3149.22,0,07/21/2021,Y,Exact
"3278 KADY LN, Columbus, OH, 43232",3278,KADY LN,,Columbus,OH,43232,39.9108553,-82.8436972,010-264922,510,SINGLE_FAMILY,auditor_parcel,,2003,4,2,315200.00,4951.56,0,05/01/2008,Y,Exact
"1842 FLEMING RD, Columbus, OH, 43232",1842,FLEMING RD,,Columbus,OH,43232,39.9397116,-82.8524418,010-127821,510,SINGLE_FAMILY,auditor_parcel,,1961,3,2,161000.00,2528.96,61000,12/09/2011,Y,Exact
"1796 WOODCREST RD, Columbus, OH, 43232",1796,WOODCREST RD,,Columbus,OH,43232,39.9400225,-82.8558421,010-127548,510,SINGLE_FAMILY,auditor_parcel,,1962,3,2,179300.00,2816.64,0,06/22/2023,Y,Exact
"5270 COPPERTREE LN, Columbus, OH, 43232",5270,COPPERTREE LN,,Columbus,OH,43232,39.944763,-82.8541937,010-181624,550,APARTMENT_4PLUS,auditor_parcel,,1979,3,2,190900.00,2998.84,157500,11/13/2020,Y,Exact
"3237 LEGION LN, Columbus, OH, 43232",3237,LEGION LN,,Columbus,OH,43232,39.9141025,-82.8400076,010-253540,510,SINGLE_FAMILY,auditor_parcel,Y,2002,3,2,225400.00,3101.16,66000,11/01/2011,Y,Exact
"2141 GAYLORD PL, Columbus, OH, 43232",2141,GAYLORD PL,,Columbus,OH,43232,39.9274904,-82.9081899,010-138394,510,SINGLE_FAMILY,auditor_parcel,,1969,3,2,160600.00,2576.46,73000,04/08/2003,Y,Exact
"2564 BROWNFIELD RD, Columbus, OH, 43232",2564,BROWNFIELD RD,,Columbus,OH,43232,39.9261771,-82.8499343,010-144307,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,168000.00,2639.34,91500,01/04/2001,Y,Exact
"2884 BARROWS RD, Columbus, OH, 43232",2884,BARROWS RD,,Columbus,OH,43232,39.9201684,-82.8433117,010-222133,510,SINGLE_FAMILY,auditor_parcel,,1993,4,2,230400.00,3619.08,120000,01/28/2016,Y,Exact
"2133 GLENBROOK DR, Columbus, OH, 43232",2133,GLENBROOK DR,,Columbus,OH,43232,39.9280604,-82.9061073,010-138430,510,SINGLE_FAMILY,auditor_parcel,,1971,3,1,140000.00,2199.54,46900,07/08/1987,Y,Exact
"3431 CLARKSTON AVE, Columbus, OH, 43232",3431,CLARKSTON AVE,,Columbus,OH,43232,39.9223666,-82.9005833,010-154855,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,134600.00,2159.42,0,04/19/2019,Y,Exact
"2187 BALFORD SQ W, Columbus, OH, 43232",2187,BALFORD SQ W,,Columbus,OH,43232,39.9269356,-82.9050953,010-149450,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,156200.00,2505.88,0,02/05/2013,Y,Exact
"2236 CARDSTON CT, Columbus, OH, 43232",2236,CARDSTON CT,,Columbus,OH,43232,39.92643,-82.9012486,010-149632,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,157100.00,2467.92,85000,10/21/2004,Y,Exact
"3042 ARGONNE CT, Columbus, OH, 43232",3042,ARGONNE CT,,Columbus,OH,43232,39.9164258,-82.8487451,010-204919,510,SINGLE_FAMILY,auditor_parcel,,1989,3,2,169500.00,2662.72,85000,11/10/2008,Y,Exact
"2999 EASTHAVEN CT S, Columbus, OH, 43232",2999,EASTHAVEN CT S,,Columbus,OH,43232,39.9271267,-82.9132724,010-138261,510,SINGLE_FAMILY,auditor_parcel,,1964,3,2,176100.00,2766.36,106000,04/22/2005,Y,Exact
"2920 BLUE TOP DR, Columbus, OH, 43232",2920,BLUE TOP DR,,Columbus,OH,43232,39.9205363,-82.8375343,010-231950,510,SINGLE_FAMILY,auditor_parcel,,1996,3,2,175600.00,2758.74,0,04/11/2022,Y,Exact
"3827 PETZINGER RD, Columbus, OH, 43232",3827,PETZINGER RD,,Columbus,OH,43232,39.9259967,-82.8913658,010-182238,510,SINGLE_FAMILY,auditor_parcel,,1980,3,1,155300.00,2491.22,0,02/02/2024,Y,Exact
"5868 HALLWORTH AVE A, Columbus, OH, 43232",5868,HALLWORTH AVE,A,Columbus,OH,43232,39.9462288,-82.8412792,010-183280,550,APARTMENT_4PLUS,auditor_parcel,,1972,1,1,59600.00,936.2,69500,04/12/2023,Y,Non_Exact
"2954 BRIAR RIDGE RD, Columbus, OH, 43232",2954,BRIAR RIDGE RD,,Columbus,OH,43232,39.9132634,-82.9006093,530-241083,510,SINGLE_FAMILY,auditor_parcel,,1995,3,2,206600.00,3066.1,220000,10/11/2022,Y,Exact
"2966 QUINBY DR, Columbus, OH, 43232",2966,QUINBY DR,,Columbus,OH,43232,39.9188985,-82.8428528,010-197464,510,SINGLE_FAMILY,auditor_parcel,Y,1991,3,1,195500.00,2631.28,0,01/17/2025,Y,Exact
"2964 ASKINS RD, Columbus, OH, 43232",2964,ASKINS RD,,Columbus,OH,43232,39.9118816,-82.8984838,010-263086,560,APARTMENT,auditor_parcel,Y,2003,3,2,141600.00,1784.4,65800,02/06/2014,Y,Exact
"2750 DENMARK RD, Columbus, OH, 43232",2750,DENMARK RD,,Columbus,OH,43232,39.9220187,-82.8524662,010-136307,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,159800.00,2510.56,67900,05/03/1996,Y,Exact
"3240 BONUS DR, Columbus, OH, 43232",3240,BONUS DR,,Columbus,OH,43232,39.9120921,-82.8425357,010-254403,510,SINGLE_FAMILY,auditor_parcel,,2001,3,2,244800.00,3845.72,0,01/26/2024,Y,Exact
"5696 EARNINGS DR, Columbus, OH, 43232",5696,EARNINGS DR,,Columbus,OH,43232,39.9129406,-82.8431764,010-254353,510,SINGLE_FAMILY,auditor_parcel,,2001,3,2,253800.00,3986.62,88000,01/07/2010,Y,Exact
"3082 LEGION LN, Columbus, OH, 43232",3082,LEGION LN,,Columbus,OH,43232,39.9176485,-82.8391964,010-253506,510,SINGLE_FAMILY,auditor_parcel,,2002,3,2,209200.00,3286.5,0,10/16/2009,Y,Exact
"2987 REYNARD RD, Columbus, OH, 43232",2987,REYNARD RD,,Columbus,OH,43232,39.9165981,-82.8515915,010-161392,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,165000.00,2592.24,143000,11/13/2020,Y,Exact
"5192 KORNWAL DR, Columbus, OH, 43232",5192,KORNWAL DR,,Columbus,OH,43232,39.9375982,-82.8550487,010-127654,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,175100.00,2750.68,142000,02/11/2020,Y,Exact
"2928 BLUE TOP DR, Columbus, OH, 43232",2928,BLUE TOP DR,,Columbus,OH,43232,39.920399,-82.8375515,010-231949,510,SINGLE_FAMILY,auditor_parcel,,1996,3,1,185800.00,2918.96,115935,04/29/1996,Y,Exact
"5283 GLENBRIAR CT, Columbus, OH, 43232",5283,GLENBRIAR CT,,Columbus,OH,43232,39.921748,-82.8493701,010-159953,510,SINGLE_FAMILY,auditor_parcel,,1974,3,1,160300.00,2518.18,0,04/11/2001,Y,Exact
"2899 HAMPTON RD S, Columbus, OH, 43232",2899,HAMPTON RD S,,Columbus,OH,43232,39.9120734,-82.9120886,530-148766,510,SINGLE_FAMILY,auditor_parcel,,1962,2,1,152900.00,2269.36,85000,10/17/1997,Y,Exact
"5657 MATUKA DR, Columbus, OH, 43232",5657,MATUKA DR,,Columbus,OH,43232,39.9119102,-82.8444612,010-254371,510,SINGLE_FAMILY,auditor_parcel,,2001,3,3,232300.00,3726.28,99000,03/09/2018,Y,Exact
"1365 DEVONHURST DR, Columbus, OH, 43232",1365,DEVONHURST DR,,Columbus,OH,43232,39.9496876,-82.8515472,010-127245,510,SINGLE_FAMILY,auditor_parcel,,1963,3,2,233700.00,3748.74,0,02/26/2015,Y,Exact
"1512 LONSDALE RD, Columbus, OH, 43232",1512,LONSDALE RD,,Columbus,OH,43232,39.9468729,-82.8499886,010-127314,510,SINGLE_FAMILY,auditor_parcel,Y,1964,5,3,248800.00,3468.72,123900,09/23/1993,Y,Exact
"5940 MORRISSEY ST, Columbus, OH, 43232",5940,MORRISSEY ST,,Columbus,OH,43232,39.9139315,-82.836935,530-287869,551,APARTMENT,auditor_parcel,,2008,3,2,203200.00,3086.8,187500,08/20/2020,Y,Exact
"5458 CARBONDALE DR, Columbus, OH, 43232",5458,CARBONDALE DR,,Columbus,OH,43232,39.9247486,-82.8452758,010-162655,510,SINGLE_FAMILY,auditor_parcel,,1978,3,1,195700.00,3074.26,82500,12/09/1997,Y,Exact
"2083 PRESTWICK DR, Columbus, OH, 43232",2083,PRESTWICK DR,,Columbus,OH,43232,39.9358051,-82.8432286,010-144751,510,SINGLE_FAMILY,auditor_parcel,,1969,4,3,248000.00,3895.54,0,11/07/2016,Y,Exact
"2535 BROWNFIELD RD, Columbus, OH, 43232",2535,BROWNFIELD RD,,Columbus,OH,43232,39.9267136,-82.8504612,010-144297,510,SINGLE_FAMILY,auditor_parcel,,1970,3,1,158800.00,2547.12,0,10/21/2013,Y,Exact
"3399 BRIDGEMORE DR, Columbus, OH, 43232",3399,BRIDGEMORE DR,,Columbus,OH,43232,39.9268905,-82.902246,010-149656,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,151800.00,2384.44,96000,06/02/2005,Y,Exact
"3314 KADY LN, Columbus, OH, 43232",3314,KADY LN,,Columbus,OH,43232,39.9100014,-82.84375,010-264916,510,SINGLE_FAMILY,auditor_parcel,,2004,3,2,288500.00,4531.92,177000,12/28/2018,Y,Exact
"1321 ORCHARD PARK DR, Columbus, OH, 43232",1321,ORCHARD PARK DR,,Columbus,OH,43232,39.9513701,-82.8424139,010-272116,551,APARTMENT,auditor_parcel,,1981,2,2,104400.00,1674.56,1150000,07/13/2022,Y,Exact
"3696 WYNDS DR, Columbus, OH, 43232",3696,WYNDS DR,,Columbus,OH,43232,39.9260512,-82.8947783,010-172975,510,SINGLE_FAMILY,auditor_parcel,,1979,3,2,141100.00,2216.6,76000,08/23/2016,Y,Exact
"2643 BROWNFIELD RD, Columbus, OH, 43232",2643,BROWNFIELD RD,,Columbus,OH,43232,39.9244942,-82.8508743,010-144283,510,SINGLE_FAMILY,auditor_parcel,,1969,3,1,210000.00,3298.64,186000,05/13/2021,Y,Exact
"4936 COMSTOCK DR, Columbus, OH, 43232",4936,COMSTOCK DR,,Columbus,OH,43232,39.9275232,-82.8604777,010-132914,510,SINGLE_FAMILY,auditor_parcel,Y,1965,3,2,202700.00,2744.38,114500,04/30/2008,Y,Exact
"2683 GLENBRIAR ST, Columbus, OH, 43232",2683,GLENBRIAR ST,,Columbus,OH,43232,39.9240314,-82.8486578,010-160009,510,SINGLE_FAMILY,auditor_parcel,,1972,3,1,164200.00,2579.24,178000,08/06/2021,Y,Exact
"3099 BRIAR RIDGE RD, Columbus, OH, 43232",3099,BRIAR RIDGE RD,,Columbus,OH,43232,39.9098944,-82.9016023,530-241120,510,SINGLE_FAMILY,auditor_parcel,,1999,3,2,213400.00,3167.02,139750,08/17/2017,Y,Exact
"2167 NEW VILLAGE RD, Columbus, OH, 43232",2167,NEW VILLAGE RD,,Columbus,OH,43232,39.9276596,-82.9029208,010-149491,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,151300.00,2376.82,93000,06/29/2006,Y,Exact
"2141 WADSWORTH DR, Columbus, OH, 43232",2141,WADSWORTH DR,,Columbus,OH,43232,39.9272235,-82.9110744,010-138184,520,TWO_FAMILY,auditor_parcel,,1964,5,3,203700.00,3267.54,140000,03/29/2018,Y,Exact
"5295 KORNWAL DR, Columbus, OH, 43232",5295,KORNWAL DR,,Columbus,OH,43232,39.9374751,-82.852163,010-127743,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,149300.00,2345.4,0,10/08/2010,Y,Exact
"1899 FLEMING RD, Columbus, OH, 43232",1899,FLEMING RD,,Columbus,OH,43232,39.9384162,-82.8532591,010-127804,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,126900.00,2035.7,0,04/19/2019,Y,Exact
"3814 LAMARQUE CT, Columbus, OH, 43232",3814,LAMARQUE CT,,Columbus,OH,43232,39.9208487,-82.8948736,010-158047,550,APARTMENT_4PLUS,auditor_parcel,,1972,2,1,74700.00,1173.6,0,05/08/2009,Y,Exact
"5596 DEFOREST DR, Columbus, OH, 43232",5596,DEFOREST DR,,Columbus,OH,43232,39.9080602,-82.8512726,010-246350,510,SINGLE_FAMILY,auditor_parcel,,2000,4,2,259000.00,4068.78,0,08/29/2005,Y,Exact
"2800 HALIFAX CT, Columbus, OH, 43232",2800,HALIFAX CT,,Columbus,OH,43232,39.9198302,-82.859903,530-139835,510,SINGLE_FAMILY,auditor_parcel,,1965,3,1,191100.00,2836.28,64000,07/06/1989,Y,Exact
"6135 ROSELAWN AVE, Columbus, OH, 43232",6135,ROSELAWN AVE,,Columbus,OH,43232,39.9459762,-82.8317123,550-156068,510,SINGLE_FAMILY,auditor_parcel,,1961,3,1,122500.00,1792.66,216000,11/06/2024,Y,Exact
"2616 GLENBRIAR ST, Columbus, OH, 43232",2616,GLENBRIAR ST,,Columbus,OH,43232,39.9253813,-82.8480342,010-159999,510,SINGLE_FAMILY,auditor_parcel,,1972,4,1,181600.00,2912.84,8305000,03/14/2024,Y,Exact
"2491 NASSAU DR, Columbus, OH, 43232",2491,NASSAU DR,,Columbus,OH,43232,39.9218983,-82.8937672,010-155618,551,APARTMENT,auditor_parcel,,1972,2,1,75000.00,1202.98,20000,02/05/2018,Y,Exact
"3015 BLUE MOON DR, Columbus, OH, 43232",3015,BLUE MOON DR,,Columbus,OH,43232,39.9191529,-82.8403192,010-233603,510,SINGLE_FAMILY,auditor_parcel,Y,1996,3,3,217600.00,2978.64,124500,10/22/2002,Y,Exact
"4892 CRYODON BLVD N, Columbus, OH, 43232",4892,CRYODON BLVD N,,Columbus,OH,43232,39.9211287,-82.8607833,530-139729,510,SINGLE_FAMILY,auditor_parcel,Y,1962,3,2,179400.00,2247.32,0,10/09/2019,Y,Exact
"3083 REMINGTON RIDGE RD, Columbus, OH, 43232",3083,REMINGTON RIDGE RD,,Columbus,OH,43232,39.9104034,-82.9024588,530-229931,510,SINGLE_FAMILY,auditor_parcel,,1997,3,2,210000.00,3116.56,149900,10/01/2018,Y,Exact
"3276 PAYDAY LN, Columbus, OH, 43232",3276,PAYDAY LN,,Columbus,OH,43232,39.9108802,-82.8447777,010-264944,510,SINGLE_FAMILY,auditor_parcel,,2004,3,2,253000.00,3974.52,0,07/25/2018,Y,Exact
"2457 BURGANDY LN, Columbus, OH, 43232",2457,BURGANDY LN,,Columbus,OH,43232,39.9226664,-82.8931083,010-163760,550,APARTMENT_4PLUS,auditor_parcel,Y,1972,2,1,74900.00,736.92,0,07/09/1986,Y,Exact
"2201 NOE-BIXBY RD, Columbus, OH, 43232",2201,NOE-BIXBY RD,,Columbus,OH,43232,39.9317925,-82.8629888,010-161583,550,APARTMENT_4PLUS,auditor_parcel,,1973,3,1,89700.00,1439,0,06/16/2015,Y,Exact
"1448 KNOLLWOOD DR E, Columbus, OH, 43232",1448,KNOLLWOOD DR E,,Columbus,OH,43232,39.9476234,-82.8468715,010-140543,510,SINGLE_FAMILY,auditor_parcel,,1968,3,1,242000.00,3801.28,106000,12/19/1996,Y,Exact
