tier,address,number,street,unit,city,state,zip,latitude,longitude,residential_proof,existence_proof,parcel_id,land_use_type,distance_m
A_parcel_address_match_and_census,"1850 ORLANDO RD, Columbus, OH, 43232",1850,ORLANDO RD,,Columbus,OH,43232,39.9391776,-82.8538228,auditor parcel 010-127777 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127777,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5804 GLASTON PL, Columbus, OH, 43232",5804,GLASTON PL,,Columbus,OH,43232,39.9495628,-82.8413327,auditor parcel 010-144186 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144186,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2956 REYNARD RD, Columbus, OH, 43232",2956,REYNARD RD,,Columbus,OH,43232,39.9173096,-82.8510105,auditor parcel 010-161462 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161462,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2630 HUBBELL RD, Columbus, OH, 43232",2630,HUBBELL RD,,Columbus,OH,43232,39.9246159,-82.8523903,auditor parcel 010-136134 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136134,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2260 NEW VILLAGE RD, Columbus, OH, 43232",2260,NEW VILLAGE RD,,Columbus,OH,43232,39.9256985,-82.902421,auditor parcel 010-149665 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149665,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2916 BLUE MOON DR, Columbus, OH, 43232",2916,BLUE MOON DR,,Columbus,OH,43232,39.9207939,-82.839607,auditor parcel 010-233616 (SINGLE_FAMILY),auditor parcel + census geocoder,010-233616,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5438 MONTAINE AVE, Columbus, OH, 43232",5438,MONTAINE AVE,,Columbus,OH,43232,39.9156494,-82.8429458,auditor parcel 010-241678 (SINGLE_FAMILY),auditor parcel + census geocoder,010-241678,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5597 BIRKDALE CT, Columbus, OH, 43232",5597,BIRKDALE CT,,Columbus,OH,43232,39.9383962,-82.844297,auditor parcel 010-139446 (SINGLE_FAMILY),auditor parcel + census geocoder,010-139446,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1854 RIVERDALE RD, Columbus, OH, 43232",1854,RIVERDALE RD,,Columbus,OH,43232,39.939095,-82.8557482,auditor parcel 010-127613 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127613,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2244 CARDSTON DR, Columbus, OH, 43232",2244,CARDSTON DR,,Columbus,OH,43232,39.9262577,-82.9002456,auditor parcel 010-149599 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149599,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5400 CHAUMONTE AVE, Columbus, OH, 43232",5400,CHAUMONTE AVE,,Columbus,OH,43232,39.9176997,-82.8452406,auditor parcel 010-217406 (SINGLE_FAMILY),auditor parcel + census geocoder,010-217406,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1903 ORLANDO RD, Columbus, OH, 43232",1903,ORLANDO RD,,Columbus,OH,43232,39.9383412,-82.8562615,auditor parcel 010-127638 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127638,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5481 YORK LN N, Columbus, OH, 43232",5481,YORK LN N,,Columbus,OH,43232,39.950633,-82.8502715,auditor parcel 010-127260 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127260,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3335 PAYDAY LN, Columbus, OH, 43232",3335,PAYDAY LN,,Columbus,OH,43232,39.909619,-82.8446748,auditor parcel 010-264965 (SINGLE_FAMILY),auditor parcel + census geocoder,010-264965,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3653 HALLORAN CT, Columbus, OH, 43232",3653,HALLORAN CT,,Columbus,OH,43232,39.9107556,-82.9008774,auditor parcel 530-241093 (SINGLE_FAMILY),auditor parcel + census geocoder,530-241093,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3413 BRIDGEMORE DR, Columbus, OH, 43232",3413,BRIDGEMORE DR,,Columbus,OH,43232,39.9268588,-82.9018857,auditor parcel 010-149654 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149654,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2153 NEW VILLAGE RD, Columbus, OH, 43232",2153,NEW VILLAGE RD,,Columbus,OH,43232,39.9279342,-82.9028939,auditor parcel 010-149489 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149489,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2997 EASTHAVEN CT S, Columbus, OH, 43232",2997,EASTHAVEN CT S,,Columbus,OH,43232,39.9273021,-82.9133698,auditor parcel 010-138260 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138260,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3141 SAXON CT, Columbus, OH, 43232",3141,SAXON CT,,Columbus,OH,43232,39.9114002,-82.9122592,auditor parcel 530-148767 (SINGLE_FAMILY),auditor parcel + census geocoder,530-148767,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2566 NOE-BIXBY RD, Columbus, OH, 43232",2566,NOE-BIXBY RD,,Columbus,OH,43232,39.9240368,-82.864043,auditor parcel 010-133265 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133265,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2579 LIPTON RD, Columbus, OH, 43232",2579,LIPTON RD,,Columbus,OH,43232,39.9239736,-82.8631798,auditor parcel 010-133211 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133211,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1440 IDLEWILD DR, Columbus, OH, 43232",1440,IDLEWILD DR,,Columbus,OH,43232,39.9477497,-82.8316601,auditor parcel 550-155955 (SINGLE_FAMILY),auditor parcel + census geocoder,550-155955,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1470 KNOLLWOOD DR E, Columbus, OH, 43232",1470,KNOLLWOOD DR E,,Columbus,OH,43232,39.9469496,-82.8472855,auditor parcel 010-140546 (SINGLE_FAMILY),auditor parcel + census geocoder,010-140546,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5636 WORCESTER DR, Columbus, OH, 43232",5636,WORCESTER DR,,Columbus,OH,43232,39.9369501,-82.8431487,auditor parcel 010-144782 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144782,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5075 LINDORA DR, Columbus, OH, 43232",5075,LINDORA DR,,Columbus,OH,43232,39.9232158,-82.8560378,auditor parcel 010-136217 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136217,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5353 MAPLERIDGE DR, Columbus, OH, 43232",5353,MAPLERIDGE DR,,Columbus,OH,43232,39.9375542,-82.8505016,auditor parcel 010-127422 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127422,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5135 JAMESON DR, Columbus, OH, 43232",5135,JAMESON DR,,Columbus,OH,43232,39.9276864,-82.8556007,auditor parcel 010-135950 (SINGLE_FAMILY),auditor parcel + census geocoder,010-135950,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1489 MCNAUGHTEN RD, Columbus, OH, 43232",1489,MCNAUGHTEN RD,,Columbus,OH,43232,39.9485147,-82.8392815,auditor parcel 010-144129 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144129,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5377 PALADIM RD, Columbus, OH, 43232",5377,PALADIM RD,,Columbus,OH,43232,39.9175422,-82.8498898,auditor parcel 010-161467 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161467,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3146 FOX CHAPLE DR, Columbus, OH, 43232",3146,FOX CHAPLE DR,,Columbus,OH,43232,39.9147593,-82.8437169,auditor parcel 010-259281 (SINGLE_FAMILY),auditor parcel + census geocoder,010-259281,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2739 CRYODON BLVD W, Columbus, OH, 43232",2739,CRYODON BLVD W,,Columbus,OH,43232,39.9207692,-82.8625213,auditor parcel 530-139737 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139737,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4840 CARBONDALE DR, Columbus, OH, 43232",4840,CARBONDALE DR,,Columbus,OH,43232,39.9245193,-82.862466,auditor parcel 010-133178 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133178,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5245 BAGLEY RD, Columbus, OH, 43232",5245,BAGLEY RD,,Columbus,OH,43232,39.9425893,-82.8549244,auditor parcel 010-130983 (SINGLE_FAMILY),auditor parcel + census geocoder,010-130983,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3386 BEAGLE BLVD, Columbus, OH, 43232",3386,BEAGLE BLVD,,Columbus,OH,43232,39.9088208,-82.8502712,auditor parcel 010-246371 (SINGLE_FAMILY),auditor parcel + census geocoder,010-246371,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3784 PETZINGER RD, Columbus, OH, 43232",3784,PETZINGER RD,,Columbus,OH,43232,39.9273621,-82.8922343,auditor parcel 010-182208 (TWO_FAMILY),auditor parcel + census geocoder,010-182208,TWO_FAMILY,
A_parcel_address_match_and_census,"3654 HALLORAN CT, Columbus, OH, 43232",3654,HALLORAN CT,,Columbus,OH,43232,39.9110965,-82.9008749,auditor parcel 530-241092 (SINGLE_FAMILY),auditor parcel + census geocoder,530-241092,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2819 RAPHAEL DR, Columbus, OH, 43232",2819,RAPHAEL DR,,Columbus,OH,43232,39.9212476,-82.8451261,auditor parcel 010-226788 (SINGLE_FAMILY),auditor parcel + census geocoder,010-226788,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3137 THORNDYKE ST, Columbus, OH, 43232",3137,THORNDYKE ST,,Columbus,OH,43232,39.9148777,-82.8462688,auditor parcel 010-259302 (SINGLE_FAMILY),auditor parcel + census geocoder,010-259302,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3785 PETZINGER RD, Columbus, OH, 43232",3785,PETZINGER RD,,Columbus,OH,43232,39.9267153,-82.8920676,auditor parcel 010-182247 (TWO_FAMILY),auditor parcel + census geocoder,010-182247,TWO_FAMILY,
A_parcel_address_match_and_census,"5095 LINDORA DR, Columbus, OH, 43232",5095,LINDORA DR,,Columbus,OH,43232,39.9229165,-82.8551841,auditor parcel 010-136221 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136221,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5371 SHERRY CT, Columbus, OH, 43232",5371,SHERRY CT,,Columbus,OH,43232,39.9200132,-82.8465319,auditor parcel 010-169389 (SINGLE_FAMILY),auditor parcel + census geocoder,010-169389,SINGLE_FAMILY,
A_parcel_address_match_and_census,"6074 LEAFRIDGE LN, Columbus, OH, 43232",6074,LEAFRIDGE LN,,Columbus,OH,43232,39.9206477,-82.8360338,auditor parcel 010-231896 (SINGLE_FAMILY),auditor parcel + census geocoder,010-231896,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3131 KINGS REALM AVE, Columbus, OH, 43232",3131,KINGS REALM AVE,,Columbus,OH,43232,39.9162761,-82.8407954,auditor parcel 010-253583 (SINGLE_FAMILY),auditor parcel + census geocoder,010-253583,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2650 GLENBRIAR ST, Columbus, OH, 43232",2650,GLENBRIAR ST,,Columbus,OH,43232,39.9246774,-82.848094,auditor parcel 010-159994 (SINGLE_FAMILY),auditor parcel + census geocoder,010-159994,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5428 YORK LN N, Columbus, OH, 43232",5428,YORK LN N,,Columbus,OH,43232,39.9512273,-82.8516513,auditor parcel 010-127284 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127284,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5114 JAMESON DR, Columbus, OH, 43232",5114,JAMESON DR,,Columbus,OH,43232,39.9287129,-82.8556559,auditor parcel 010-135974 (SINGLE_FAMILY),auditor parcel + census geocoder,010-135974,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5036 HOLBROOK DR, Columbus, OH, 43232",5036,HOLBROOK DR,,Columbus,OH,43232,39.9231483,-82.8565687,auditor parcel 010-136253 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136253,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2758 BEAL DR, Columbus, OH, 43232",2758,BEAL DR,,Columbus,OH,43232,39.9228081,-82.8436422,auditor parcel 010-224596 (SINGLE_FAMILY),auditor parcel + census geocoder,010-224596,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1886 RIVERDALE RD, Columbus, OH, 43232",1886,RIVERDALE RD,,Columbus,OH,43232,39.938342,-82.8569212,auditor parcel 010-127620 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127620,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1349 KNOLLWOOD DR E, Columbus, OH, 43232",1349,KNOLLWOOD DR E,,Columbus,OH,43232,39.9497588,-82.8469749,auditor parcel 010-140560 (SINGLE_FAMILY),auditor parcel + census geocoder,010-140560,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4990 BOTSFORD DR, Columbus, OH, 43232",4990,BOTSFORD DR,,Columbus,OH,43232,39.9291052,-82.8593342,auditor parcel 010-132893 (SINGLE_FAMILY),auditor parcel + census geocoder,010-132893,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4932 BOTSFORD DR, Columbus, OH, 43232",4932,BOTSFORD DR,,Columbus,OH,43232,39.928376,-82.860803,auditor parcel 010-132885 (SINGLE_FAMILY),auditor parcel + census geocoder,010-132885,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4977 REFUGEE RD, Columbus, OH, 43232",4977,REFUGEE RD,,Columbus,OH,43232,39.9213075,-82.8579711,auditor parcel 530-100699 (SINGLE_FAMILY),auditor parcel + census geocoder,530-100699,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2266 MERIDIAN CT, Columbus, OH, 43232",2266,MERIDIAN CT,,Columbus,OH,43232,39.9254861,-82.9035144,auditor parcel 010-149562 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149562,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5010 CHINGFORD RD, Columbus, OH, 43232",5010,CHINGFORD RD,,Columbus,OH,43232,39.9189053,-82.8589107,auditor parcel 530-139873 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139873,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2322 MAJESTIC CT, Columbus, OH, 43232",2322,MAJESTIC CT,,Columbus,OH,43232,39.9293428,-82.8622278,auditor parcel 010-133299 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133299,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5768 LUCINDA CT, Columbus, OH, 43232",5768,LUCINDA CT,,Columbus,OH,43232,39.9469593,-82.8440006,auditor parcel 010-183177 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-183177,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"1355 YORKLAND RD, Columbus, OH, 43232",1355,YORKLAND RD,,Columbus,OH,43232,39.9513154,-82.8415771,auditor parcel 010-181736 (TWO_FAMILY),auditor parcel + census geocoder,010-181736,TWO_FAMILY,
A_parcel_address_match_and_census,"2461 MASON VILLAGE CT, Columbus, OH, 43232",2461,MASON VILLAGE CT,,Columbus,OH,43232,39.9228715,-82.8958014,auditor parcel 010-209604 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-209604,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"2489 LIPTON RD, Columbus, OH, 43232",2489,LIPTON RD,,Columbus,OH,43232,39.9260697,-82.8626737,auditor parcel 010-133188 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133188,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3245 PAYDAY LN, Columbus, OH, 43232",3245,PAYDAY LN,,Columbus,OH,43232,39.9115911,-82.8451049,auditor parcel 010-264950 (SINGLE_FAMILY),auditor parcel + census geocoder,010-264950,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2913 GENTRY LN, Columbus, OH, 43232",2913,GENTRY LN,,Columbus,OH,43232,39.918269,-82.8505719,auditor parcel 010-161484 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161484,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2254 CARDSTON CT, Columbus, OH, 43232",2254,CARDSTON CT,,Columbus,OH,43232,39.9259219,-82.9013241,auditor parcel 010-149635 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149635,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5774 SABERS LN, Columbus, OH, 43232",5774,SABERS LN,,Columbus,OH,43232,39.9171429,-82.8411117,auditor parcel 010-259244 (SINGLE_FAMILY),auditor parcel + census geocoder,010-259244,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5542 CHATFORD DR, Columbus, OH, 43232",5542,CHATFORD DR,,Columbus,OH,43232,39.9352315,-82.8451645,auditor parcel 010-144762 (TWO_FAMILY),auditor parcel + census geocoder,010-144762,TWO_FAMILY,
A_parcel_address_match_and_census,"2521 BROWNFIELD RD, Columbus, OH, 43232",2521,BROWNFIELD RD,,Columbus,OH,43232,39.9271547,-82.8507451,auditor parcel 010-144299 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144299,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5321 PALADIM PL, Columbus, OH, 43232",5321,PALADIM PL,,Columbus,OH,43232,39.9176584,-82.8515807,auditor parcel 010-161397 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161397,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3036 EASTHAVEN DR S, Columbus, OH, 43232",3036,EASTHAVEN DR S,,Columbus,OH,43232,39.9252041,-82.9116458,auditor parcel 010-138221 (SINGLE_FAMILY),auditor parcel + census geocoder,010-138221,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2930 FALCON BRIDGE DR, Columbus, OH, 43232",2930,FALCON BRIDGE DR,,Columbus,OH,43232,39.9188121,-82.8484732,auditor parcel 010-169375 (SINGLE_FAMILY),auditor parcel + census geocoder,010-169375,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2082 ROCHELLE PL, Columbus, OH, 43232",2082,ROCHELLE PL,,Columbus,OH,43232,39.9287261,-82.9096893,auditor parcel 010-137234 (SINGLE_FAMILY),auditor parcel + census geocoder,010-137234,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1594 HALLWORTH CT, Columbus, OH, 43232",1594,HALLWORTH CT,,Columbus,OH,43232,39.946584,-82.8399577,auditor parcel 010-183035 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-183035,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"3244 RETRIEVER RD, Columbus, OH, 43232",3244,RETRIEVER RD,,Columbus,OH,43232,39.9113525,-82.8500629,auditor parcel 010-239714 (SINGLE_FAMILY),auditor parcel + census geocoder,010-239714,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5724 TEMPLAR ST, Columbus, OH, 43232",5724,TEMPLAR ST,,Columbus,OH,43232,39.9140774,-82.8423854,auditor parcel 010-259267 (SINGLE_FAMILY),auditor parcel + census geocoder,010-259267,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5033 KEELSON DR, Columbus, OH, 43232",5033,KEELSON DR,,Columbus,OH,43232,39.9274249,-82.8576282,auditor parcel 010-133040 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133040,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5955 ROCK GLEN CT, Columbus, OH, 43232",5955,ROCK GLEN CT,,Columbus,OH,43232,39.9433231,-82.8402036,auditor parcel 010-180588 (TWO_FAMILY),auditor parcel + census geocoder,010-180588,TWO_FAMILY,
A_parcel_address_match_and_census,"4940 KEELSON DR, Columbus, OH, 43232",4940,KEELSON DR,,Columbus,OH,43232,39.9266182,-82.8601735,auditor parcel 010-132978 (SINGLE_FAMILY),auditor parcel + census geocoder,010-132978,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4920 KRESGE DR, Columbus, OH, 43232",4920,KRESGE DR,,Columbus,OH,43232,39.9236021,-82.8599047,auditor parcel 010-133143 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133143,SINGLE_FAMILY,
A_parcel_address_match_and_census,"6028 RADEKIN RD, Columbus, OH, 43232",6028,RADEKIN RD,,Columbus,OH,43232,39.9439599,-82.8331578,auditor parcel 550-155981 (SINGLE_FAMILY),auditor parcel + census geocoder,550-155981,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2949 TRACER RD, Columbus, OH, 43232",2949,TRACER RD,,Columbus,OH,43232,39.9131449,-82.9039526,auditor parcel 530-229966 (SINGLE_FAMILY),auditor parcel + census geocoder,530-229966,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3081 STONEBLUFF DR, Columbus, OH, 43232",3081,STONEBLUFF DR,,Columbus,OH,43232,39.9104841,-82.9033453,auditor parcel 530-229905 (SINGLE_FAMILY),auditor parcel + census geocoder,530-229905,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3111 BRIAR RIDGE RD, Columbus, OH, 43232",3111,BRIAR RIDGE RD,,Columbus,OH,43232,39.9096219,-82.9017932,auditor parcel 530-241122 (SINGLE_FAMILY),auditor parcel + census geocoder,530-241122,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2772 MAYWOOD RD, Columbus, OH, 43232",2772,MAYWOOD RD,,Columbus,OH,43232,39.9205444,-82.858855,auditor parcel 530-139882 (SINGLE_FAMILY),auditor parcel + census geocoder,530-139882,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4999 LABELLE DR, Columbus, OH, 43232",4999,LABELLE DR,,Columbus,OH,43232,39.9261381,-82.8582884,auditor parcel 010-133052 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133052,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5000 LABELLE DR, Columbus, OH, 43232",5000,LABELLE DR,,Columbus,OH,43232,39.9265132,-82.8586076,auditor parcel 010-133006 (SINGLE_FAMILY),auditor parcel + census geocoder,010-133006,SINGLE_FAMILY,
A_parcel_address_match_and_census,"4996 COMSTOCK DR, Columbus, OH, 43232",4996,COMSTOCK DR,,Columbus,OH,43232,39.9282442,-82.8590052,auditor parcel 010-132922 (SINGLE_FAMILY),auditor parcel + census geocoder,010-132922,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5061 BRINWOOD PL, Columbus, OH, 43232",5061,BRINWOOD PL,,Columbus,OH,43232,39.9394142,-82.8591022,auditor parcel 010-127364 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127364,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2234 NEW VILLAGE RD, Columbus, OH, 43232",2234,NEW VILLAGE RD,,Columbus,OH,43232,39.9262477,-82.9023921,auditor parcel 010-149661 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149661,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2395 CLARKSTON LN, Columbus, OH, 43232",2395,CLARKSTON LN,,Columbus,OH,43232,39.9232581,-82.8999752,auditor parcel 010-149965 (SINGLE_FAMILY),auditor parcel + census geocoder,010-149965,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2657 LINDORA PL, Columbus, OH, 43232",2657,LINDORA PL,,Columbus,OH,43232,39.9231611,-82.8577774,auditor parcel 010-136260 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136260,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5056 BOTSFORD DR, Columbus, OH, 43232",5056,BOTSFORD DR,,Columbus,OH,43232,39.9299556,-82.8577518,auditor parcel 010-136006 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136006,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3490 CLARKSTON AVE, Columbus, OH, 43232",3490,CLARKSTON AVE,,Columbus,OH,43232,39.9226986,-82.8990362,auditor parcel 010-149951 (TWO_FAMILY),auditor parcel + census geocoder,010-149951,TWO_FAMILY,
A_parcel_address_match_and_census,"5162 BOTSFORD DR, Columbus, OH, 43232",5162,BOTSFORD DR,,Columbus,OH,43232,39.9291066,-82.8543885,auditor parcel 010-136023 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136023,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1891 ALSACE RD, Columbus, OH, 43232",1891,ALSACE RD,,Columbus,OH,43232,39.9384842,-82.8543792,auditor parcel 010-127663 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127663,SINGLE_FAMILY,
A_parcel_address_match_and_census,"1772 WOODCREST RD, Columbus, OH, 43232",1772,WOODCREST RD,,Columbus,OH,43232,39.9406186,-82.8548216,auditor parcel 010-127542 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127542,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2767 DENMARK RD, Columbus, OH, 43232",2767,DENMARK RD,,Columbus,OH,43232,39.9216357,-82.8532655,auditor parcel 010-136285 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136285,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5203 JAMESON DR, Columbus, OH, 43232",5203,JAMESON DR,,Columbus,OH,43232,39.927062,-82.8532869,auditor parcel 010-136092 (SINGLE_FAMILY),auditor parcel + census geocoder,010-136092,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3726 PETZINGER RD, Columbus, OH, 43232",3726,PETZINGER RD,,Columbus,OH,43232,39.9271916,-82.8937313,auditor parcel 010-182201 (TWO_FAMILY),auditor parcel + census geocoder,010-182201,TWO_FAMILY,
A_parcel_address_match_and_census,"2499 BURGANDY LN, Columbus, OH, 43232",2499,BURGANDY LN,,Columbus,OH,43232,39.9221105,-82.8919958,auditor parcel 010-164919 (APARTMENT_4PLUS),auditor parcel + census geocoder,010-164919,APARTMENT_4PLUS,
A_parcel_address_match_and_census,"5271 KORNWAL DR, Columbus, OH, 43232",5271,KORNWAL DR,,Columbus,OH,43232,39.9371686,-82.8527499,auditor parcel 010-127746 (SINGLE_FAMILY),auditor parcel + census geocoder,010-127746,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5398 CENTNER LN, Columbus, OH, 43232",5398,CENTNER LN,,Columbus,OH,43232,39.9162485,-82.8503515,auditor parcel 010-161442 (SINGLE_FAMILY),auditor parcel + census geocoder,010-161442,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5680 DASHSHUND CT, Columbus, OH, 43232",5680,DASHSHUND CT,,Columbus,OH,43232,39.913279,-82.849381,auditor parcel 010-239732 (SINGLE_FAMILY),auditor parcel + census geocoder,010-239732,SINGLE_FAMILY,
A_parcel_address_match_and_census,"3059 ARGONNE CT, Columbus, OH, 43232",3059,ARGONNE CT,,Columbus,OH,43232,39.916108,-82.8492826,auditor parcel 010-204925 (SINGLE_FAMILY),auditor parcel + census geocoder,010-204925,SINGLE_FAMILY,
A_parcel_address_match_and_census,"2556 BROWNFIELD RD, Columbus, OH, 43232",2556,BROWNFIELD RD,,Columbus,OH,43232,39.9263391,-82.8499209,auditor parcel 010-144306 (SINGLE_FAMILY),auditor parcel + census geocoder,010-144306,SINGLE_FAMILY,
A_parcel_address_match_and_census,"5380 CARBONDALE DR, Columbus, OH, 43232",5380,CARBONDALE DR,,Columbus,OH,43232,39.9258055,-82.8475759,auditor parcel 010-162642 (SINGLE_FAMILY),auditor parcel + census geocoder,010-162642,SINGLE_FAMILY,
