address,number,street,unit,city,state,zip,latitude,longitude,final_classification,existence_source,residential_source,census_matched_address
"5864 CHATFORD DR B, Columbus, OH, 43232",5864,CHATFORD DR,B,Columbus,OH,43232,39.9341269,-82.836218,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"3474 WESTPOINT DR, Columbus, OH, 43232",3474,WESTPOINT DR,,Columbus,OH,43232,39.9190484,-82.9039332,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1813 BAIRSFORD DR 2J, Columbus, OH, 43232",1813,BAIRSFORD DR,2J,Columbus,OH,43232,39.941023,-82.8456013,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1944 FOUNTAINVIEW CT C, Columbus, OH, 43232",1944,FOUNTAINVIEW CT,C,Columbus,OH,43232,39.9399439,-82.8337622,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1751 LONSDALE RD C, Columbus, OH, 43232",1751,LONSDALE RD,C,Columbus,OH,43232,39.9417385,-82.8509022,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"1882 NOE-BIXBY RD, Columbus, OH, 43232",1882,NOE-BIXBY RD,,Columbus,OH,43232,39.938059,-82.8618118,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"5856 JACQUELINE CT, Columbus, OH, 43232",5856,JACQUELINE CT,,Columbus,OH,43232,39.9471398,-82.8423573,RESIDENTIAL,census_geocoder,auditor_street (17/17 dwelling),Exact
"1843 BAIRSFORD DR, Columbus, OH, 43232",1843,BAIRSFORD DR,,Columbus,OH,43232,39.940518,-82.8461692,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"2117 COURTRIGHT RD, Columbus, OH, 43232",2117,COURTRIGHT RD,,Columbus,OH,43232,39.9291045,-82.8987712,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1813 BAIRSFORD DR 1B, Columbus, OH, 43232",1813,BAIRSFORD DR,1B,Columbus,OH,43232,39.9407764,-82.8455118,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1984 FOUNTAINVIEW CT A, Columbus, OH, 43232",1984,FOUNTAINVIEW CT,A,Columbus,OH,43232,39.9393134,-82.8348955,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"5846 CHATFORD DR, Columbus, OH, 43232",5846,CHATFORD DR,,Columbus,OH,43232,39.9341108,-82.8367836,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1929 BAIRSFORD DR, Columbus, OH, 43232",1929,BAIRSFORD DR,,Columbus,OH,43232,39.9387522,-82.846857,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5662 SARANAC DR, Columbus, OH, 43232",5662,SARANAC DR,,Columbus,OH,43232,39.941543,-82.8430786,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"1834 NOE-BIXBY RD, Columbus, OH, 43232",1834,NOE-BIXBY RD,,Columbus,OH,43232,39.939203,-82.8608247,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Exact
"3651 LARKWELL WAY, Columbus, OH, 43232",3651,LARKWELL WAY,,Columbus,OH,43232,39.9100338,-82.9009757,RESIDENTIAL,census_geocoder,auditor_street (5/5 dwelling),Exact
"2145 COURTRIGHT RD, Columbus, OH, 43232",2145,COURTRIGHT RD,,Columbus,OH,43232,39.9283574,-82.8988407,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1913 BAIRSFORD DR, Columbus, OH, 43232",1913,BAIRSFORD DR,,Columbus,OH,43232,39.9389337,-82.8468523,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"700 LITTLE BROOK WAY, Columbus, OH, 43232",700,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"3770 WESTPOINT DR UNIT 6, Columbus, OH, 43232",3770,WESTPOINT DR,UNIT 6,Columbus,OH,43232,39.9191536,-82.8949396,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"864 LITTLE BROOK WAY, Columbus, OH, 43232",864,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"3259 EDINWICK WAY, Columbus, OH, 43232",3259,EDINWICK WAY,,Columbus,OH,43232,39.9144875,-82.838405,RESIDENTIAL,census_geocoder,auditor_street (8/8 dwelling),Exact
"1768 SUNAPPLE WAY, Columbus, OH, 43232",1768,SUNAPPLE WAY,,Columbus,OH,43232,39.944359,-82.8432744,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1692 WOODCREST RD, Columbus, OH, 43232",1692,WOODCREST RD,,Columbus,OH,43232,39.9427258,-82.8533559,RESIDENTIAL,census_geocoder,auditor_street (78/78 dwelling),Exact
"5846 CHATFORD DR B, Columbus, OH, 43232",5846,CHATFORD DR,B,Columbus,OH,43232,39.9341375,-82.8367831,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5884 CHATFORD DR F, Columbus, OH, 43232",5884,CHATFORD DR,F,Columbus,OH,43232,39.9341473,-82.8353167,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5908 CHATFORD DR C, Columbus, OH, 43232",5908,CHATFORD DR,C,Columbus,OH,43232,39.9340986,-82.8342443,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1729 SUNAPPLE WAY, Columbus, OH, 43232",1729,SUNAPPLE WAY,,Columbus,OH,43232,39.9451929,-82.8434747,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"5979 LITTLE BROOK WAY, Columbus, OH, 43232",5979,LITTLE BROOK WAY,,Columbus,OH,43232,39.9441963,-82.8399021,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"1768 BAIRSFORD DR, Columbus, OH, 43232",1768,BAIRSFORD DR,,Columbus,OH,43232,39.9422113,-82.8435777,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1811 BAIRSFORD DR 2E, Columbus, OH, 43232",1811,BAIRSFORD DR,2E,Columbus,OH,43232,39.9411549,-82.8452063,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1879 FOUNTAINVIEW CT H, Columbus, OH, 43232",1879,FOUNTAINVIEW CT,H,Columbus,OH,43232,39.9409712,-82.8352491,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"5876 CHATFORD DR D, Columbus, OH, 43232",5876,CHATFORD DR,D,Columbus,OH,43232,39.9341641,-82.8357522,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1584 LONSDALE RD, Columbus, OH, 43232",1584,LONSDALE RD,,Columbus,OH,43232,39.9453205,-82.8492995,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Exact
"2961 THORNELL WAY, Columbus, OH, 43232",2961,THORNELL WAY,,Columbus,OH,43232,39.9183825,-82.8471605,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"1754 BAIRSFORD DR, Columbus, OH, 43232",1754,BAIRSFORD DR,,Columbus,OH,43232,39.9426287,-82.8435441,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1988 FOUNTAINVIEW CT G, Columbus, OH, 43232",1988,FOUNTAINVIEW CT,G,Columbus,OH,43232,39.9391467,-82.8350697,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"2115 COURTRIGHT RD, Columbus, OH, 43232",2115,COURTRIGHT RD,,Columbus,OH,43232,39.9291796,-82.8987675,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1813 BAIRSFORD DR 2H, Columbus, OH, 43232",1813,BAIRSFORD DR,2H,Columbus,OH,43232,39.9409743,-82.8455399,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"2519 COURTRIGHT RD, Columbus, OH, 43232",2519,COURTRIGHT RD,,Columbus,OH,43232,39.9213479,-82.8978619,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"3525 PETZINGER RD, Columbus, OH, 43232",3525,PETZINGER RD,,Columbus,OH,43232,39.9267778,-82.8996773,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"5666 SARANAC DR, Columbus, OH, 43232",5666,SARANAC DR,,Columbus,OH,43232,39.9415707,-82.8429789,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"1819 BAIRSFORD DR, Columbus, OH, 43232",1819,BAIRSFORD DR,,Columbus,OH,43232,39.9405857,-82.8458772,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1938 FOUNTAINVIEW CT, Columbus, OH, 43232",1938,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9401228,-82.8338955,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"1811 BAIRSFORD DR 2G, Columbus, OH, 43232",1811,BAIRSFORD DR,2G,Columbus,OH,43232,39.9412066,-82.8452701,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"3274 MERIDIAN RD, Columbus, OH, 43232",3274,MERIDIAN RD,,Columbus,OH,43232,39.9263404,-82.9054383,RESIDENTIAL,census_geocoder,auditor_street (22/24 dwelling),Exact
"3561 DELPORT WAY, Columbus, OH, 43232",3561,DELPORT WAY,,Columbus,OH,43232,39.9088893,-82.9000815,RESIDENTIAL,census_geocoder,auditor_street (10/10 dwelling),Exact
"1829 MISTY WAY, Columbus, OH, 43232",1829,MISTY WAY,,Columbus,OH,43232,39.9434014,-82.8393216,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"5836 CHATFORD DR, Columbus, OH, 43232",5836,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5972 LITTLE BROOK WAY, Columbus, OH, 43232",5972,LITTLE BROOK WAY,,Columbus,OH,43232,39.9446012,-82.8398227,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Exact
"5553 CHATFORD DR E, Columbus, OH, 43232",5553,CHATFORD DR,E,Columbus,OH,43232,39.9344819,-82.8448159,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"2594 NOE-BIXBY RD C, Columbus, OH, 43232",2594,NOE-BIXBY RD,C,Columbus,OH,43232,39.923381,-82.8639539,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1885 BAIRSFORD DR, Columbus, OH, 43232",1885,BAIRSFORD DR,,Columbus,OH,43232,39.9397632,-82.8466021,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1855 BAIRSFORD DR, Columbus, OH, 43232",1855,BAIRSFORD DR,,Columbus,OH,43232,39.9402905,-82.8466516,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5866 HALLWORTH AVE B, Columbus, OH, 43232",5866,HALLWORTH AVE,B,Columbus,OH,43232,39.9462313,-82.8413434,RESIDENTIAL,census_geocoder,auditor_street (16/16 dwelling),Non_Exact
"744 LITTLE BROOK WAY, Columbus, OH, 43232",744,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1831 MISTY WAY, Columbus, OH, 43232",1831,MISTY WAY,,Columbus,OH,43232,39.9433356,-82.8392785,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"5846 CHATFORD DR A, Columbus, OH, 43232",5846,CHATFORD DR,A,Columbus,OH,43232,39.934095,-82.8367835,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1988 FOUNTAINVIEW CT C, Columbus, OH, 43232",1988,FOUNTAINVIEW CT,C,Columbus,OH,43232,39.9391646,-82.8351305,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1879 FOUNTAINVIEW CT A, Columbus, OH, 43232",1879,FOUNTAINVIEW CT,A,Columbus,OH,43232,39.9408315,-82.8351123,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1920 FOUNTAINVIEW CT, Columbus, OH, 43232",1920,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9401439,-82.8341773,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"2452 COURTRIGHT RD, Columbus, OH, 43232",2452,COURTRIGHT RD,,Columbus,OH,43232,39.9225965,-82.8980058,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2135 COURTRIGHT RD, Columbus, OH, 43232",2135,COURTRIGHT RD,,Columbus,OH,43232,39.9285976,-82.8988238,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1737 LONSDALE RD C, Columbus, OH, 43232",1737,LONSDALE RD,C,Columbus,OH,43232,39.9420935,-82.8507418,RESIDENTIAL,census_geocoder,auditor_street (54/64 dwelling),Non_Exact
"5822 CHATFORD DR D, Columbus, OH, 43232",5822,CHATFORD DR,D,Columbus,OH,43232,39.9342451,-82.8375904,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"2009 FOUNTAINVIEW CT, Columbus, OH, 43232",2009,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9390773,-82.8356593,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"5782 SARANAC DR, Columbus, OH, 43232",5782,SARANAC DR,,Columbus,OH,43232,39.9415276,-82.8398617,RESIDENTIAL,census_geocoder,auditor_street (23/31 dwelling),Exact
"882 LITTLE BROOK WAY, Columbus, OH, 43232",882,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"2507 COURTRIGHT RD, Columbus, OH, 43232",2507,COURTRIGHT RD,,Columbus,OH,43232,39.9215711,-82.8973509,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2165 S JAMES RD, Columbus, OH, 43232",2165,S JAMES RD,,Columbus,OH,43232,39.926989,-82.918118,RESIDENTIAL,census_geocoder,auditor_street (351/451 dwelling),Exact
"1855 MISTY WAY, Columbus, OH, 43232",1855,MISTY WAY,,Columbus,OH,43232,39.9429538,-82.8384206,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"2219 GARNET PL, Columbus, OH, 43232",2219,GARNET PL,,Columbus,OH,43232,39.9259907,-82.9076463,RESIDENTIAL,census_geocoder,auditor_street (6/7 dwelling),Exact
"1610 NOE-BIXBY RD H, Columbus, OH, 43232",1610,NOE-BIXBY RD,H,Columbus,OH,43232,39.9444802,-82.8532914,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"2215 GARNET PL, Columbus, OH, 43232",2215,GARNET PL,,Columbus,OH,43232,39.9259933,-82.9076891,RESIDENTIAL,census_geocoder,auditor_street (6/7 dwelling),Exact
"2012 BAIRSFORD DR, Columbus, OH, 43232",2012,BAIRSFORD DR,,Columbus,OH,43232,39.9369382,-82.8462369,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1939 BAIRSFORD DR, Columbus, OH, 43232",1939,BAIRSFORD DR,,Columbus,OH,43232,39.9384557,-82.8467558,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1897 FOUNTAINVIEW CT, Columbus, OH, 43232",1897,FOUNTAINVIEW CT,,Columbus,OH,43232,39.9403448,-82.8349736,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Exact
"794 LITTLE BROOK WAY, Columbus, OH, 43232",794,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"1850 MISTY WAY, Columbus, OH, 43232",1850,MISTY WAY,,Columbus,OH,43232,39.9433509,-82.8387543,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"1839 MISTY WAY, Columbus, OH, 43232",1839,MISTY WAY,,Columbus,OH,43232,39.9430973,-82.8390954,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"1742 SUNAPPLE WAY, Columbus, OH, 43232",1742,SUNAPPLE WAY,,Columbus,OH,43232,39.9449882,-82.8430742,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1988 FOUNTAINVIEW CT F, Columbus, OH, 43232",1988,FOUNTAINVIEW CT,F,Columbus,OH,43232,39.939194,-82.8351084,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1753 SUNAPPLE WAY, Columbus, OH, 43232",1753,SUNAPPLE WAY,,Columbus,OH,43232,39.9447864,-82.8435476,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"1877 FOUNTAINVIEW CT D, Columbus, OH, 43232",1877,FOUNTAINVIEW CT,D,Columbus,OH,43232,39.9410333,-82.8350531,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"3756 WESTPOINT DR UNIT 5, Columbus, OH, 43232",3756,WESTPOINT DR,UNIT 5,Columbus,OH,43232,39.918907,-82.8954139,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1986 FOUNTAINVIEW CT C, Columbus, OH, 43232",1986,FOUNTAINVIEW CT,C,Columbus,OH,43232,39.9391857,-82.8349678,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"1738 SUNAPPLE WAY, Columbus, OH, 43232",1738,SUNAPPLE WAY,,Columbus,OH,43232,39.9451539,-82.8427327,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"3780 WESTPOINT DR UNIT 6, Columbus, OH, 43232",3780,WESTPOINT DR,UNIT 6,Columbus,OH,43232,39.9193531,-82.8946976,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"1734 SUNAPPLE WAY, Columbus, OH, 43232",1734,SUNAPPLE WAY,,Columbus,OH,43232,39.9451257,-82.8429857,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"4014 VERONIA LN, Columbus, OH, 43232",4014,VERONIA LN,,Columbus,OH,43232,39.9173607,-82.887956,RESIDENTIAL,census_geocoder,auditor_street (3/4 dwelling),Non_Exact
"6119 ASTOR AVE, Columbus, OH, 43232",6119,ASTOR AVE,,Columbus,OH,43232,39.9446418,-82.8308344,RESIDENTIAL,census_geocoder,auditor_street (242/274 dwelling),Exact
"1990 FOUNTAINVIEW CT A, Columbus, OH, 43232",1990,FOUNTAINVIEW CT,A,Columbus,OH,43232,39.9391028,-82.8353708,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"3750 WESTPOINT DR UNIT 2, Columbus, OH, 43232",3750,WESTPOINT DR,UNIT 2,Columbus,OH,43232,39.9188441,-82.8954609,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"5888 CHATFORD DR B, Columbus, OH, 43232",5888,CHATFORD DR,B,Columbus,OH,43232,39.9341114,-82.8352591,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"3101 GALLANT DR, Columbus, OH, 43232",3101,GALLANT DR,,Columbus,OH,43232,39.9170604,-82.8416912,RESIDENTIAL,census_geocoder,auditor_street (37/37 dwelling),Exact
"2751 NATALIA DR, Columbus, OH, 43232",2751,NATALIA DR,,Columbus,OH,43232,39.9170406,-82.8886651,RESIDENTIAL,census_geocoder,auditor_street (20/20 dwelling),Exact
"2073 BAIRSFORD DR, Columbus, OH, 43232",2073,BAIRSFORD DR,,Columbus,OH,43232,39.9355753,-82.8460895,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5888 CHATFORD DR E, Columbus, OH, 43232",5888,CHATFORD DR,E,Columbus,OH,43232,39.9341506,-82.835198,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1810 NOE-BIXBY RD UNIT A, Columbus, OH, 43232",1810,NOE-BIXBY RD,UNIT A,Columbus,OH,43232,39.9396033,-82.8603734,RESIDENTIAL,census_geocoder,auditor_street (242/328 dwelling),Non_Exact
"1142 IDLEWILD DR, Columbus, OH, 43232",1142,IDLEWILD DR,,Columbus,OH,43232,39.9539171,-82.8310617,RESIDENTIAL,census_geocoder,auditor_street (67/90 dwelling),Exact
"2641 COURTRIGHT RD, Columbus, OH, 43232",2641,COURTRIGHT RD,,Columbus,OH,43232,39.9196217,-82.8968449,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1851 BAIRSFORD DR, Columbus, OH, 43232",1851,BAIRSFORD DR,,Columbus,OH,43232,39.9404206,-82.8459709,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"5545 CHATFORD DR, Columbus, OH, 43232",5545,CHATFORD DR,,Columbus,OH,43232,39.9347505,-82.8450809,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5553 CHATFORD DR F, Columbus, OH, 43232",5553,CHATFORD DR,F,Columbus,OH,43232,39.9345156,-82.8448189,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1811 BAIRSFORD DR 2L, Columbus, OH, 43232",1811,BAIRSFORD DR,2L,Columbus,OH,43232,39.9413478,-82.8454488,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"702 LITTLE BROOK WAY, Columbus, OH, 43232",702,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5906 HALLWORTH AVE B, Columbus, OH, 43232",5906,HALLWORTH AVE,B,Columbus,OH,43232,39.9461521,-82.8402623,RESIDENTIAL,census_geocoder,auditor_street (16/16 dwelling),Non_Exact
"2904 BLUE TOP DR, Columbus, OH, 43232",2904,BLUE TOP DR,,Columbus,OH,43232,39.9208303,-82.8374608,RESIDENTIAL,census_geocoder,auditor_street (26/26 dwelling),Exact
"5804 CHATFORD DR F, Columbus, OH, 43232",5804,CHATFORD DR,F,Columbus,OH,43232,39.933965,-82.837956,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"1865 MISTY WAY, Columbus, OH, 43232",1865,MISTY WAY,,Columbus,OH,43232,39.9429441,-82.8379819,RESIDENTIAL,census_geocoder,auditor_street (47/47 dwelling),Exact
"5840 CHATFORD DR A, Columbus, OH, 43232",5840,CHATFORD DR,A,Columbus,OH,43232,39.9341345,-82.8369882,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5838 CHATFORD DR, Columbus, OH, 43232",5838,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"5876 CHATFORD DR C, Columbus, OH, 43232",5876,CHATFORD DR,C,Columbus,OH,43232,39.9340781,-82.8358273,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"3153 PETZINGER RD, Columbus, OH, 43232",3153,PETZINGER RD,,Columbus,OH,43232,39.9293173,-82.9093249,RESIDENTIAL,census_geocoder,auditor_street (122/146 dwelling),Exact
"3681 MATHENA WAY, Columbus, OH, 43232",3681,MATHENA WAY,,Columbus,OH,43232,39.9121351,-82.8998114,RESIDENTIAL,census_geocoder,auditor_street (15/15 dwelling),Exact
"2139 COURTRIGHT RD, Columbus, OH, 43232",2139,COURTRIGHT RD,,Columbus,OH,43232,39.9285089,-82.8988317,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2529 COURTRIGHT RD, Columbus, OH, 43232",2529,COURTRIGHT RD,,Columbus,OH,43232,39.9213374,-82.8976921,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"2503 COURTRIGHT RD, Columbus, OH, 43232",2503,COURTRIGHT RD,,Columbus,OH,43232,39.9215436,-82.8974603,RESIDENTIAL,census_geocoder,auditor_street (96/137 dwelling),Exact
"1841 BAIRSFORD DR, Columbus, OH, 43232",1841,BAIRSFORD DR,,Columbus,OH,43232,39.9405625,-82.8462238,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Exact
"1813 BAIRSFORD DR 2D, Columbus, OH, 43232",1813,BAIRSFORD DR,2D,Columbus,OH,43232,39.9408924,-82.8454319,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1813 BAIRSFORD DR 2L, Columbus, OH, 43232",1813,BAIRSFORD DR,2L,Columbus,OH,43232,39.9410669,-82.8456541,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1811 BAIRSFORD DR 1K, Columbus, OH, 43232",1811,BAIRSFORD DR,1K,Columbus,OH,43232,39.9412225,-82.8455132,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1811 BAIRSFORD DR 1A, Columbus, OH, 43232",1811,BAIRSFORD DR,1A,Columbus,OH,43232,39.9409554,-82.8451876,RESIDENTIAL,census_geocoder,auditor_street (23/27 dwelling),Non_Exact
"1748 SUNAPPLE WAY, Columbus, OH, 43232",1748,SUNAPPLE WAY,,Columbus,OH,43232,39.9449585,-82.84291,RESIDENTIAL,census_geocoder,auditor_street (52/52 dwelling),Exact
"870 LITTLE BROOK WAY, Columbus, OH, 43232",870,LITTLE BROOK WAY,,Columbus,OH,43232,39.9445072,-82.8413743,RESIDENTIAL,census_geocoder,auditor_street (30/31 dwelling),Non_Exact
"5875 MORRISSEY ST, Columbus, OH, 43232",5875,MORRISSEY ST,,Columbus,OH,43232,39.9137605,-82.8387171,RESIDENTIAL,census_geocoder,auditor_street (22/22 dwelling),Exact
"5902 CHATFORD DR, Columbus, OH, 43232",5902,CHATFORD DR,,Columbus,OH,43232,39.9339542,-82.8358592,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Exact
"1986 FOUNTAINVIEW CT G, Columbus, OH, 43232",1986,FOUNTAINVIEW CT,G,Columbus,OH,43232,39.9391537,-82.8349153,RESIDENTIAL,census_geocoder,auditor_street (11/12 dwelling),Non_Exact
"3414 WESTPOINT DR, Columbus, OH, 43232",3414,WESTPOINT DR,,Columbus,OH,43232,39.9189589,-82.9056478,RESIDENTIAL,census_geocoder,auditor_street (15/16 dwelling),Exact
"3277 EDINWICK WAY, Columbus, OH, 43232",3277,EDINWICK WAY,,Columbus,OH,43232,39.9143012,-82.8384191,RESIDENTIAL,census_geocoder,auditor_street (8/8 dwelling),Exact
"5933 MORRISSEY ST, Columbus, OH, 43232",5933,MORRISSEY ST,,Columbus,OH,43232,39.9136558,-82.8369305,RESIDENTIAL,census_geocoder,auditor_street (22/22 dwelling),Exact
"5852 CHATFORD DR C, Columbus, OH, 43232",5852,CHATFORD DR,C,Columbus,OH,43232,39.934215,-82.8365549,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5880 CHATFORD DR G, Columbus, OH, 43232",5880,CHATFORD DR,G,Columbus,OH,43232,39.9341085,-82.8356015,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
"5870 CHATFORD DR B, Columbus, OH, 43232",5870,CHATFORD DR,B,Columbus,OH,43232,39.9341597,-82.8360289,RESIDENTIAL,census_geocoder,auditor_street (14/20 dwelling),Non_Exact
