number,street,unit,city,region,postcode
3887,POPLAR BEND DR,,Columbus,OH,43204
1335,TRADE WINDS DR,APT 302,Columbus,OH,43204
3889,BUSINESS PARK DR,UNIT B,Columbus,OH,43204
3832,CIDERMILL DR,,Columbus,OH,43204
813,S ROYS AVE,,Columbus,OH,43204
3754,GIBBSTONE DR,,Columbus,OH,43204
1816,QUARRY VIEW,,Columbus,OH,43204
669,S ROYS AVE,,Columbus,OH,43204
663,S ROYS AVE,,Columbus,OH,43204
1649,QUARRY TRACE,,Columbus,OH,43204
3560,WILSON WOODS DR,F,Columbus,OH,43204
3545,WILSON WOODS DR,,Columbus,OH,43204
1710,QUARRY TRACE,,Columbus,OH,43204
3616,GRAYBECK DR,,Columbus,OH,43204
1388,SUNFLOWER DR,,Columbus,OH,43204
924,WILTSHIRE RD,,Columbus,OH,43204
387,S CHASE AVE,,Columbus,OH,43204
274,S CHASE AVE,B,Columbus,OH,43204
268,S CHASE AVE,,Columbus,OH,43204
131,N POWELL AVE,,Columbus,OH,43204
1008,S HAGUE AVE,,Columbus,OH,43204
261,S POWELL AVE,,Columbus,OH,43204
81,S POWELL AVE,,Columbus,OH,43204
58,S POWELL AVE,,Columbus,OH,43204
686,LANCE CT,,Columbus,OH,43204
831,S HARRIS AVE,,Columbus,OH,43204
620,WILTSHIRE RD,,Columbus,OH,43204
576,WILTSHIRE RD,,Columbus,OH,43204
124,N HAGUE AVE,,Columbus,OH,43204
827,BRIXHAM RD,,Columbus,OH,43204
803,BRIXHAM RD,,Columbus,OH,43204
892,S HARRIS AVE,,Columbus,OH,43204
848,S HARRIS AVE,,Columbus,OH,43204
717,S HARRIS AVE,,Columbus,OH,43204
707,S HARRIS AVE,,Columbus,OH,43204
603,S HARRIS AVE,,Columbus,OH,43204
353,S HARRIS AVE,,Columbus,OH,43204
167,S HARRIS AVE,,Columbus,OH,43204
1804,LAKE SHORE DR,,Columbus,OH,43204
833,LINDENDALE CT,,Columbus,OH,43204
842,LINDENDALE CT,,Columbus,OH,43204
676,BRIXHAM RD,,Columbus,OH,43204
2807,WOODCROFT RD,,Columbus,OH,43204
1080,PARMA AVE,,Columbus,OH,43204
964,S WARREN AVE,,Columbus,OH,43204
121,S WARREN AVE,,Columbus,OH,43204
90,N WARREN AVE,,Columbus,OH,43204
272,N WARREN AVE,,Columbus,OH,43204
1374,RUNAWAY BAY DR,CN 1A,Columbus,OH,43204
2223,QUARRY VALLEY RD,,Columbus,OH,43204
2401,KEEP PL,,Columbus,OH,43204
3502,SANITA CT,,Columbus,OH,43204
194,N WILSON RD,,Columbus,OH,43204
3400,TIMBER OAK DR,,Columbus,OH,43204
1921,MAPLEWAY DR,,Columbus,OH,43204
3256,MAPLEWAY LN,,Columbus,OH,43204
98,DERRER HEIGHT LN,,Columbus,OH,43204
718,RACINE AVE,,Columbus,OH,43204
240,S WARREN AVE,,Columbus,OH,43204
1358,BAY SHORE DR,,Columbus,OH,43204
1382,BAY SHORE DR,CN 1C,Columbus,OH,43204
2418,QUARRY LAKE DR,,Columbus,OH,43204
2713,REGINA AVE,,Columbus,OH,43204
2720,VANDERBERG AVE,,Columbus,OH,43204
112,DERRER HEIGHT LN,,Columbus,OH,43204
3366,RUDON LN,,Columbus,OH,43204
1167,ROMONA PL,,Columbus,OH,43204
1833,SAN REMO DR,,Columbus,OH,43204
3482,CLIME RD,,Columbus,OH,43204
420,S OGDEN AVE,,Columbus,OH,43204
128,S OGDEN AVE,,Columbus,OH,43204
1121,ST JUDE AVE,,Columbus,OH,43204
2669,BERNADETTE RD,,Columbus,OH,43204
2651,VANDERBERG AVE,,Columbus,OH,43204
2660,VANDERBERG AVE,,Columbus,OH,43204
708,S OGDEN AVE,,Columbus,OH,43204
664,S OGDEN AVE,,Columbus,OH,43204
355,S BURGESS AVE,,Columbus,OH,43204
3345,SOUTH BLVD,,Columbus,OH,43204
931,STEPHEN DR W,,Columbus,OH,43204
855,STEPHEN DR W,,Columbus,OH,43204
109,S SOUTHAMPTON AVE,,Columbus,OH,43204
52,LETCHWORTH AVE,,Columbus,OH,43204
3003,WOODLOOP LN,,Columbus,OH,43204
136,N BURGESS AVE,,Columbus,OH,43204
309,ELDON AVE,,Columbus,OH,43204
995,HODGES DR,,Columbus,OH,43204
2650,BERNADETTE RD,,Columbus,OH,43204
671,S BURGESS AVE,,Columbus,OH,43204
464,S BURGESS AVE,,Columbus,OH,43204
361,S RICHARDSON AVE,,Columbus,OH,43204
1271,TREEHAVEN LN,,Columbus,OH,43204
51,S SYLVAN AVE,,Columbus,OH,43204
2970,WOODLOOP LN,,Columbus,OH,43204
3332,MARY AVE,,Columbus,OH,43204
179,N SYLVAN AVE,,Columbus,OH,43204
266,N SYLVAN AVE,,Columbus,OH,43204
2610,ROSEDALE AVE,,Columbus,OH,43204
215,S TERRACE AVE,,Columbus,OH,43204
247,ELDON AVE,,Columbus,OH,43204
1237,LAKE SHORE DR,UNIT B,Columbus,OH,43204
2563,SPAATZ AVE,,Columbus,OH,43204
770,S RICHARDSON AVE,,Columbus,OH,43204
3215,W BROAD ST,,Columbus,OH,43204
1342,BAJA LN,,Columbus,OH,43204
278,N BRINKER AVE,,Columbus,OH,43204
3330,MCKINLEY AVE,,Columbus,OH,43204
2459,SULLIVANT AVE,,Columbus,OH,43204
249,S EUREKA AVE,,Columbus,OH,43204
159,S WAYNE AVE,,Columbus,OH,43204
2425,W BROAD ST,,Columbus,OH,43204
1073,S EUREKA AVE,,Columbus,OH,43204
2473,EAKIN RD,,Columbus,OH,43204
2396,W BROAD ST,,Columbus,OH,43204
30,N WAYNE AVE,,Columbus,OH,43204
90,N WAYNE AVE,,Columbus,OH,43204
80,N WAYNE AVE,,Columbus,OH,43204
119,N OAKLEY AVE,,Columbus,OH,43204
1280,DEER LAKE CT,,Columbus,OH,43204
1372,WINESAP DR,,Columbus,OH,43204
1371,TRADE WINDS DR,APT 204,Columbus,OH,43204
1732,QUARRY VIEW,,Columbus,OH,43204
2735,QUARRY LAKE DR,,Columbus,OH,43204
2926,WICKLOW RD,,Columbus,OH,43204
3885,BUSINESS PARK DR,,Columbus,OH,43204
1357,TRADE WINDS DR,APT 100,Columbus,OH,43204
264,POWELL CIR,UNIT B,Columbus,OH,43204
3741,GIBBSTONE DR,,Columbus,OH,43204
274,S CHASE AVE,,Columbus,OH,43204
641,WILTSHIRE RD,,Columbus,OH,43204
123,N HAGUE AVE,,Columbus,OH,43204
2830,FISHER RD,C,Columbus,OH,43204
3511,WILSON WOODS DR,,Columbus,OH,43204
3510,WILSON WOODS DR,J,Columbus,OH,43204
563,S HAGUE AVE,UNIT 08,Columbus,OH,43204
401,S HAGUE AVE,,Columbus,OH,43204
207,S HAGUE AVE,,Columbus,OH,43204
308,N HARRIS AVE,,Columbus,OH,43204
959,RACINE AVE,,Columbus,OH,43204
582,S HAGUE AVE,,Columbus,OH,43204
497,S HARRIS AVE,,Columbus,OH,43204
3458,WILSON WOODS DR,D,Columbus,OH,43204
319,N WARREN AVE,,Columbus,OH,43204
1414,RUNAWAY BAY DR,CN 3C,Columbus,OH,43204
1511,RUNAWAY BAY DR,CN 1C,Columbus,OH,43204
699,RACINE AVE,,Columbus,OH,43204
655,N WILSON RD,,Columbus,OH,43204
3549,LINDENDALE DR,,Columbus,OH,43204
662,KINGSFORD RD,,Columbus,OH,43204
37,N WILSON RD,,Columbus,OH,43204
3539,EDSON DR,,Columbus,OH,43204
243,S WARREN AVE,,Columbus,OH,43204
2391,KEEP PL,,Columbus,OH,43204
2774,BRIGGS RD,,Columbus,OH,43204
620,RACINE AVE,,Columbus,OH,43204
2719 1/2,SULLIVANT AVE,,Columbus,OH,43204
378,S WARREN AVE,,Columbus,OH,43204
2654,W BROAD ST,2,Columbus,OH,43204
1528,RUNAWAY BAY DR,CN 2A,Columbus,OH,43204
2180,QUARRY VALLEY RD,,Columbus,OH,43204
2367,KEEP PL,,Columbus,OH,43204
2341,KEEP PL,,Columbus,OH,43204
3512,DERRER HOLLOW WAY,,Columbus,OH,43204
3493,DERRER RUN DR,,Columbus,OH,43204
2729,ROSEDALE AVE,,Columbus,OH,43204
758,S OGDEN AVE,,Columbus,OH,43204
597,S BURGESS AVE,,Columbus,OH,43204
249,FREMONT CT,,Columbus,OH,43204
3463,DERRER CT S,,Columbus,OH,43204
3491,DERRER RUN DR,,Columbus,OH,43204
102,DERRER MEADOW LN,,Columbus,OH,43204
1134,FARMHURST CT,,Columbus,OH,43204
3300,MEDOMA DR,,Columbus,OH,43204
122,S RICHARDSON AVE,,Columbus,OH,43204
73,S RICHARDSON AVE,,Columbus,OH,43204
146,N TERRACE AVE,,Columbus,OH,43204
61,ELDON AVE,,Columbus,OH,43204
227,DEMOREST AVE,,Columbus,OH,43204
43,DEMOREST AVE,,Columbus,OH,43204
544,TRADE RD,,Columbus,OH,43204
3279,VASALBORO WAY,,Columbus,OH,43204
449,INDUSTRY DR,,Columbus,OH,43204
437,INDUSTRY DR,,Columbus,OH,43204
98,S SOUTHAMPTON AVE,,Columbus,OH,43204
1283,LAKE SHORE DR,,Columbus,OH,43204
1291,LAKE SHORE DR,UNIT B,Columbus,OH,43204
599,S TERRACE AVE,,Columbus,OH,43204
526,S TERRACE AVE,,Columbus,OH,43204
540,S TERRACE AVE,,Columbus,OH,43204
21,N EUREKA AVE,,Columbus,OH,43204
73,N EUREKA AVE,,Columbus,OH,43204
2419,HARRISON RD,,Columbus,OH,43204
359 1/2,N SYLVAN AVE,,Columbus,OH,43204
822,MIRIAM DR W,,Columbus,OH,43204
3308,MARY AVE,,Columbus,OH,43204
58,N SYLVAN AVE,K,Columbus,OH,43204
145,N SYLVAN AVE,,Columbus,OH,43204
1178,VERA PL,,Columbus,OH,43204
342,S EUREKA AVE,,Columbus,OH,43204
362,S EUREKA AVE,,Columbus,OH,43204
187,N WAYNE AVE,,Columbus,OH,43204
971,S EUREKA AVE,,Columbus,OH,43204
301,S WAYNE AVE,,Columbus,OH,43204
171,S WAYNE AVE,,Columbus,OH,43204
96,S WAYNE AVE,,Columbus,OH,43204
98,N WAYNE AVE,,Columbus,OH,43204
2295,SCIOTO HARPER DR,,Columbus,OH,43204
1325,RIEGELWOOD LN,,Columbus,OH,43204
3301,MIRIAM DR S,,Columbus,OH,43204
845,VANDERBERG PL,,Columbus,OH,43204
700,S SYLVAN AVE,,Columbus,OH,43204
39,S ALGONQUIN AVE,,Columbus,OH,43204
3237,MCKINLEY AVE,49,Columbus,OH,43204
3359,TRABUE RD,,Columbus,OH,43204
320,S ALGONQUIN AVE,,Columbus,OH,43204
26,S ALGONQUIN AVE,,Columbus,OH,43204
86,S WHEATLAND AVE,,Columbus,OH,43204
87,N WHEATLAND AVE,,Columbus,OH,43204
1158,ONSLOW DR,,Columbus,OH,43204
89,N WESTGATE AVE,,Columbus,OH,43204
1002,BROOKS END CT,,Columbus,OH,43204
2387,HARDESTY DR N,,Columbus,OH,43204
406,S WHEATLAND AVE,,Columbus,OH,43204
200,S WHEATLAND AVE,,Columbus,OH,43204
1198,ONSLOW DR,,Columbus,OH,43204
979,ANTHONY DR,,Columbus,OH,43204
3128,WICKLOW RD,,Columbus,OH,43204
123,S WESTGATE AVE,,Columbus,OH,43204
665,S WHEATLAND AVE,,Columbus,OH,43204
1355,VAUXHALL PL,,Columbus,OH,43204
1097,BINNS BLVD,,Columbus,OH,43204
77,N HURON AVE,C,Columbus,OH,43204
77,N HURON AVE,,Columbus,OH,43204
1332,CASCADE CT,,Columbus,OH,43204
2634,MARBLEVISTA BLVD,,Columbus,OH,43204
1354,BROOKFOREST DR,,Columbus,OH,43204
634,CRESCENT RD,,Columbus,OH,43204
586,CRESCENT RD,,Columbus,OH,43204
170,S HURON AVE,,Columbus,OH,43204
2726,SCIOTO STATION DR,,Columbus,OH,43204
1051,CHESTERSHIRE RD,,Columbus,OH,43204
1010,S ROYS AVE,,Columbus,OH,43204
187,GUERNSEY AVE,,Columbus,OH,43204
136,BINNS BLVD,,Columbus,OH,43204
52,BINNS BLVD,,Columbus,OH,43204
1069,WILTSHIRE RD,,Columbus,OH,43204
640,N HAGUE AVE,,Columbus,OH,43204
1000,N HAGUE AVE,,Columbus,OH,43204
1584,QUARRY VIEW,,Columbus,OH,43204
1370,ROYSTON DR,,Columbus,OH,43204
709,DEMOREST RD,,Columbus,OH,43204
429,INDUSTRY DR,,Columbus,OH,43204
1237,TREVOR CT,,Columbus,OH,43204
3316,W BROAD ST,,Columbus,OH,43204
3176,WESTMILLS DR,,Columbus,OH,43204
834,STEPHEN DR W,,Columbus,OH,43204
262,S SOUTHAMPTON AVE,,Columbus,OH,43204
350,N SOUTHAMPTON AVE,,Columbus,OH,43204
3165,WESTMILLS DR,,Columbus,OH,43204
3237,MCKINLEY AVE,26,Columbus,OH,43204
2562,SPAATZ AVE,,Columbus,OH,43204
552,S TERRACE AVE,,Columbus,OH,43204
44,N EUREKA AVE,,Columbus,OH,43204
798,S EUREKA AVE,,Columbus,OH,43204
778,S EUREKA AVE,,Columbus,OH,43204
354,S WAYNE AVE,,Columbus,OH,43204
39,N WAYNE AVE,,Columbus,OH,43204
854,MIRIAM DR W,,Columbus,OH,43204
144,N SYLVAN AVE,,Columbus,OH,43204
280,N SYLVAN AVE,,Columbus,OH,43204
3237,MCKINLEY AVE,36,Columbus,OH,43204
25,S ALGONQUIN AVE,,Columbus,OH,43204
3037,LA VISTA DR,,Columbus,OH,43204
3237,MCKINLEY AVE,8,Columbus,OH,43204
97,N OAKLEY AVE,,Columbus,OH,43204
688,S EUREKA AVE,,Columbus,OH,43204
564,S WAYNE AVE,,Columbus,OH,43204
415,S OAKLEY AVE,,Columbus,OH,43204
2294,SCIOTO HARPER DR,,Columbus,OH,43204
3227,PARKSIDE RD,,Columbus,OH,43204
156,S ALGONQUIN AVE,,Columbus,OH,43204
46,S ALGONQUIN AVE,,Columbus,OH,43204
2371,SULLIVANT AVE,,Columbus,OH,43204
333,S WHEATLAND AVE,,Columbus,OH,43204
2399,EAKIN RD,,Columbus,OH,43204
631,S WHEATLAND AVE,,Columbus,OH,43204
4056,BROOKRUN DR,,Columbus,OH,43204
1166,S HAGUE AVE,,Columbus,OH,43204
181,S WESTGATE AVE,,Columbus,OH,43204
2875,ABBOTS COVE BLVD,,Columbus,OH,43204
3235 1/2,MCKINLEY AVE,,Columbus,OH,43204
2803,MARBLEVISTA BLVD,,Columbus,OH,43204
185,S WESTMOOR AVE,,Columbus,OH,43204
94,S WESTMOOR AVE,,Columbus,OH,43204
950,N HAGUE AVE,,Columbus,OH,43204
2817,ABBOTS COVE BLVD,,Columbus,OH,43204
1319,RIVIERA CT,,Columbus,OH,43204
2687,MARBLEVISTA BLVD,,Columbus,OH,43204
962,SALISBURY RD,,Columbus,OH,43204
591,CRESCENT RD,,Columbus,OH,43204
4018,DEER LAKE WAY,,Columbus,OH,43204
1351,ROYSTON DR,,Columbus,OH,43204
215,S HURON AVE,,Columbus,OH,43204
796,SALISBURY RD,,Columbus,OH,43204
3160,MCKINLEY AVE,,Columbus,OH,43204
3729,WINDWARD WAY,APT 107,Columbus,OH,43204
570,SALISBURY RD,,Columbus,OH,43204
2992,SULLIVANT AVE,,Columbus,OH,43204
176,BINNS BLVD,,Columbus,OH,43204
2946,OLIVE ST,,Columbus,OH,43204
114,N HALDY AVE,,Columbus,OH,43204
2865,DIBBLEE AVE,,Columbus,OH,43204
2479,MARBLEVISTA BLVD,,Columbus,OH,43204
1000,CHESTERSHIRE RD,,Columbus,OH,43204
873,CHESTERSHIRE RD,,Columbus,OH,43204
685,S ROYS AVE,,Columbus,OH,43204
2958,SULLIVANT AVE,UNIT F,Columbus,OH,43204
2958,SULLIVANT AVE,UNIT H,Columbus,OH,43204
1774,QUARRY VIEW,,Columbus,OH,43204
2429,MARBLEVISTA BLVD,,Columbus,OH,43204
3768,FARM BROOK LN,,Columbus,OH,43204
3715,GRIMES DR,,Columbus,OH,43204
1126,WILTSHIRE RD,,Columbus,OH,43204
1089,S HAGUE AVE,,Columbus,OH,43204
717,CHESTERSHIRE RD,,Columbus,OH,43204
846,WILTSHIRE RD,,Columbus,OH,43204
670,CHESTERSHIRE RD,,Columbus,OH,43204
2695,RUTH CT,,Columbus,OH,43204
791,S HAGUE AVE,,Columbus,OH,43204
901,N WILSON RD,,Columbus,OH,43204
1420,PEACH BLOSSOM CT,,Columbus,OH,43204
400,S POWELL AVE,,Columbus,OH,43204
367,S HAGUE AVE,,Columbus,OH,43204
1431,RUNAWAY BAY DR,CN 1B,Columbus,OH,43204
2417,QUARRY VALLEY RD,,Columbus,OH,43204
3417,WILSON WOODS DR,L,Columbus,OH,43204
490,S HAGUE AVE,,Columbus,OH,43204
342,S HAGUE AVE,B,Columbus,OH,43204
53,S HARRIS AVE,,Columbus,OH,43204
790,RACINE AVE,,Columbus,OH,43204
2738,VIDA PL,,Columbus,OH,43204
265,S WARREN AVE,,Columbus,OH,43204
1516,RUNAWAY BAY DR,CN 3A,Columbus,OH,43204
891,KINGSFORD RD,D,Columbus,OH,43204
881,KINGSFORD RD,B,Columbus,OH,43204
675,KINGSFORD RD,UNIT C3,Columbus,OH,43204
1523,RUNAWAY BAY DR,CN 1C,Columbus,OH,43204
2203,QUARRY VALLEY RD,,Columbus,OH,43204
2735,ST PATRICK RD,,Columbus,OH,43204
354,S WARREN AVE,,Columbus,OH,43204
229,S OGDEN AVE,,Columbus,OH,43204
186,N OGDEN AVE,,Columbus,OH,43204
158,N OGDEN AVE,,Columbus,OH,43204
303,N BURGESS AVE,,Columbus,OH,43204
784,KINGSFORD RD,,Columbus,OH,43204
657,BRIXHAM RD,,Columbus,OH,43204
3612,EDSON DR,,Columbus,OH,43204
764,S WARREN AVE,,Columbus,OH,43204
2645,WICKLOW RD,,Columbus,OH,43204
99,S BURGESS AVE,,Columbus,OH,43204
66,N OGDEN AVE,,Columbus,OH,43204
88,S OGDEN AVE,,Columbus,OH,43204
57,S BURGESS AVE,D,Columbus,OH,43204
73,S BURGESS AVE,,Columbus,OH,43204
89,N BURGESS AVE,,Columbus,OH,43204
133,DERRER MEADOW LN,,Columbus,OH,43204
3562,FARMHURST LN,,Columbus,OH,43204
2638,EAKIN RD,,Columbus,OH,43204
312,S RICHARDSON AVE,,Columbus,OH,43204
104,S RICHARDSON AVE,,Columbus,OH,43204
99,N TERRACE AVE,,Columbus,OH,43204
1395,LAKE SHORE DR,,Columbus,OH,43204
1441,LAKE SHORE DR,UNIT C,Columbus,OH,43204
3560,FARMHURST LN,,Columbus,OH,43204
666,JOYFUL ST,,Columbus,OH,43204
3452,RACE ST,,Columbus,OH,43204
826,DEMOREST RD,,Columbus,OH,43204
578,S RICHARDSON AVE,,Columbus,OH,43204
1265,LAKE SHORE DR,,Columbus,OH,43204
1255,LAKE SHORE DR,,Columbus,OH,43204
1297,LAKE SHORE DR,A,Columbus,OH,43204
2586,SYMINGTON AVE,,Columbus,OH,43204
615,S TERRACE AVE,,Columbus,OH,43204
204,S TERRACE AVE,,Columbus,OH,43204
1140,FARMHURST CT,,Columbus,OH,43204
622,JOSEPHINE AVE,,Columbus,OH,43204
3483,SENATOR CT,,Columbus,OH,43204
3564,FARMHURST LN,,Columbus,OH,43204
237,DERRER RD,,Columbus,OH,43204
3454,DERRER FIELD DR,,Columbus,OH,43204
3481,GREAT WESTERN BLVD,UNIT 100,Columbus,OH,43204
3477,GREAT WESTERN BLVD,UNIT 100,Columbus,OH,43204
1137,ST MATTHEW AVE,,Columbus,OH,43204
2599 1/2,GRACE ST,,Columbus,OH,43204
147,N BURGESS AVE,,Columbus,OH,43204
1136,ST JUDE AVE,,Columbus,OH,43204
991,S RICHARDSON AVE,,Columbus,OH,43204
2669,VANDERBERG AVE,,Columbus,OH,43204
74,DERRER RD,,Columbus,OH,43204
3385,SOUTH BLVD,,Columbus,OH,43204
1859,SAN REMO DR,,Columbus,OH,43204
896,DEMOREST RD,,Columbus,OH,43204
141,LETCHWORTH AVE,,Columbus,OH,43204
3344,W BROAD ST,,Columbus,OH,43204
409,INDUSTRY DR,,Columbus,OH,43204
476,TRADE RD,,Columbus,OH,43204
216,S BURGESS AVE,,Columbus,OH,43204
138,S BURGESS AVE,,Columbus,OH,43204
1205,LAKE SHORE DR,,Columbus,OH,43204
1205,LAKE SHORE DR,UNIT B,Columbus,OH,43204
1207,LAKE SHORE DR,UNIT C,Columbus,OH,43204
1409,LAKE SHORE DR,,Columbus,OH,43204
1402,LAKE SHORE DR,B,Columbus,OH,43204
1473,CLIFF CT,B,Columbus,OH,43204
1142,ST CECELIA DR,,Columbus,OH,43204
508,TRADE RD,,Columbus,OH,43204
136,LETCHWORTH AVE,,Columbus,OH,43204
128,LETCHWORTH AVE,,Columbus,OH,43204
3118,EL NINO DR,,Columbus,OH,43204
3124,EL GRECO DR,,Columbus,OH,43204
617,ATHENS AVE,,Columbus,OH,43204
3339,SULLIVANT AVE,,Columbus,OH,43204
870,S RICHARDSON AVE,,Columbus,OH,43204
2558,SULLIVANT AVE,,Columbus,OH,43204
227,S TERRACE AVE,,Columbus,OH,43204
1309,LAKE SHORE DR,UNIT B,Columbus,OH,43204
1414,LAKE SHORE DR,,Columbus,OH,43204
2577,REGINA AVE,,Columbus,OH,43204
420,S TERRACE AVE,,Columbus,OH,43204
28,S TERRACE AVE,,Columbus,OH,43204
160,N SYLVAN AVE,UNIT 6,Columbus,OH,43204
287,S ALGONQUIN AVE,,Columbus,OH,43204
357,N ALGONQUIN AVE,,Columbus,OH,43204
3221,VALLEY VIEW DR,,Columbus,OH,43204
3237,MCKINLEY AVE,37,Columbus,OH,43204
3237,MCKINLEY AVE,19,Columbus,OH,43204
2533,REGINA AVE,,Columbus,OH,43204
581,S EUREKA AVE,,Columbus,OH,43204
226,S EUREKA AVE,,Columbus,OH,43204
92,S EUREKA AVE,,Columbus,OH,43204
2414,W BROAD ST,,Columbus,OH,43204
2497,VANDERBERG AVE,,Columbus,OH,43204
3313,MARK CT,,Columbus,OH,43204
901,VANDERBERG PL,,Columbus,OH,43204
3272,MARY AVE,,Columbus,OH,43204
3300,EAKIN RD,,Columbus,OH,43204
3297,MCKINLEY AVE,,Columbus,OH,43204
3369,RIEGELWOOD CT,,Columbus,OH,43204
170,S ALGONQUIN AVE,,Columbus,OH,43204
2445,SULLIVANT AVE,,Columbus,OH,43204
463,S WAYNE AVE,,Columbus,OH,43204
403,S WAYNE AVE,,Columbus,OH,43204
61,N WAYNE AVE,,Columbus,OH,43204
53,N WAYNE AVE,,Columbus,OH,43204
698,S EUREKA AVE,,Columbus,OH,43204
687,S WAYNE AVE,,Columbus,OH,43204
2402,SULLIVANT AVE,,Columbus,OH,43204
26,S OAKLEY AVE,,Columbus,OH,43204
67,S BRINKER AVE,,Columbus,OH,43204
251,N BRINKER AVE,,Columbus,OH,43204
332,N BRINKER AVE,,Columbus,OH,43204
3090,VALLEY VIEW DR,,Columbus,OH,43204
2995,LA VISTA DR,,Columbus,OH,43204
3352,RIEGELWOOD CT,,Columbus,OH,43204
270,S BRINKER AVE,,Columbus,OH,43204
128,S BRINKER AVE,,Columbus,OH,43204
27,N OAKLEY AVE,,Columbus,OH,43204
117,N WHEATLAND AVE,,Columbus,OH,43204
154,N OAKLEY AVE,,Columbus,OH,43204
2449,SYMINGTON AVE,,Columbus,OH,43204
1024,BROOKS END CT,,Columbus,OH,43204
2421,EAKIN RD,,Columbus,OH,43204
2357,SULLIVANT AVE,,Columbus,OH,43204
1379,BROOKFOREST DR,,Columbus,OH,43204
3110,STEELE AVE,,Columbus,OH,43204
2941,ABBOTS COVE BLVD,,Columbus,OH,43204
2908,ABBOTS COVE BLVD,,Columbus,OH,43204
3201,VANDERBERG AVE,,Columbus,OH,43204
98,N WESTMOOR AVE,,Columbus,OH,43204
2842,ABBOTS COVE BLVD,,Columbus,OH,43204
1140,ABBOTS GREEN CIR,,Columbus,OH,43204
2626,MARBLEVISTA BLVD,,Columbus,OH,43204
2013,MARBLE CLIFF CROSSING CT,,Columbus,OH,43204
3984,SANDY RIDGE DR,,Columbus,OH,43204
956,BINNS BLVD,,Columbus,OH,43204
750,SALISBURY RD,,Columbus,OH,43204
111,N HALDY AVE,,Columbus,OH,43204
1947,MARBLE CLIFF CROSSING CT,,Columbus,OH,43204
208,BINNS BLVD,,Columbus,OH,43204
1335,TRADE WINDS DR,APT 100,Columbus,OH,43204
1308,GLEN COVE WAY,,Columbus,OH,43204
1388,TALCOTT CT,,Columbus,OH,43204
1357,TRADE WINDS DR,APT 305,Columbus,OH,43204
191,GUERNSEY AVE,,Columbus,OH,43204
2497,MARBLEVISTA BLVD,,Columbus,OH,43204
2465,MARBLEVISTA BLVD,,Columbus,OH,43204
326,GUERNSEY AVE,,Columbus,OH,43204
17,N ROYS AVE,,Columbus,OH,43204
108,N ROYS AVE,,Columbus,OH,43204
638,N HAGUE AVE,,Columbus,OH,43204
1758,QUARRY VIEW,,Columbus,OH,43204
2427,MARBLEVISTA BLVD,,Columbus,OH,43204
3713,WINDWARD WAY,APT 300,Columbus,OH,43204
3811,FARM BROOK LN,,Columbus,OH,43204
684,S ROYS AVE,,Columbus,OH,43204
2921,PARKSIDE RD,,Columbus,OH,43204
49,N CHASE AVE,,Columbus,OH,43204
231,N POWELL AVE,,Columbus,OH,43204
2642,QUARRY LAKE DR,,Columbus,OH,43204
2630,QUARRY LAKE DR,,Columbus,OH,43204
1251,WARBLE DR,,Columbus,OH,43204
3689,GIBBSTONE DR,,Columbus,OH,43204
3605,INTERCHANGE RD,,Columbus,OH,43204
6311,INTERCHANGE RD,,Columbus,OH,43204
3658,DRAGONFLY DR,,Columbus,OH,43204
2957,RUNDELL DR,,Columbus,OH,43204
938,WILTSHIRE RD,,Columbus,OH,43204
393,S CHASE AVE,A,Columbus,OH,43204
256,S CHASE AVE,B,Columbus,OH,43204
113,N POWELL AVE,,Columbus,OH,43204
1724,QUARRY TRACE,,Columbus,OH,43204
914,S HAGUE AVE,,Columbus,OH,43204
1328,BELLFLOWER AVE,,Columbus,OH,43204
737,S HAGUE AVE,,Columbus,OH,43204
201,N HARRIS AVE,,Columbus,OH,43204
900,N WILSON RD,,Columbus,OH,43204
2681,BRIAN CT,,Columbus,OH,43204
824,S HARRIS AVE,,Columbus,OH,43204
741,S HARRIS AVE,,Columbus,OH,43204
138,N HARRIS AVE,,Columbus,OH,43204
770,HARRISON DR,,Columbus,OH,43204
639,KINGSFORD RD,,Columbus,OH,43204
3567,LINDENDALE DR,,Columbus,OH,43204
184,RANELLE DR,,Columbus,OH,43204
1414,RUNAWAY BAY DR,CN 3A,Columbus,OH,43204
349,S WARREN AVE,,Columbus,OH,43204
217,N OGDEN AVE,,Columbus,OH,43204
1523,RUNAWAY BAY DR,CN 2B,Columbus,OH,43204
2397,KEEP PL,,Columbus,OH,43204
3570,EDSON DR,,Columbus,OH,43204
840,LINDENDALE CT,,Columbus,OH,43204
756,BRIXHAM RD,,Columbus,OH,43204
1392,BRONWYN AVE,,Columbus,OH,43204
733,S WARREN AVE,,Columbus,OH,43204
707,S WARREN AVE,,Columbus,OH,43204
398,S WARREN AVE,,Columbus,OH,43204
202,N OGDEN AVE,,Columbus,OH,43204
1376,BAY SHORE DR,CN 2B,Columbus,OH,43204
1418,BAY SHORE DR,CN 3A,Columbus,OH,43204
2414,QUARRY LAKE DR,,Columbus,OH,43204
2151,QUARRY VALLEY RD,,Columbus,OH,43204
751,KINGSFORD RD,UNIT A,Columbus,OH,43204
904,KINGSFORD RD,,Columbus,OH,43204
828,LINDENDALE CT,,Columbus,OH,43204
964,S HARRIS AVE,,Columbus,OH,43204
798,S HAGUE AVE,,Columbus,OH,43204
827,S HARRIS AVE,,Columbus,OH,43204
