number,street,unit,city,region,postcode,latitude,longitude,parcel_id,land_use_code,land_use_type,occupancy,owner_name,homestead,year_built,bedrooms,bathrooms,half_baths,rooms,air_conditioning,appraised_value,annual_tax,sale_price,sale_date,match_status
928,QUAINT CT,,REYNOLDSBURG,OH,43068,39.9691712,-82.7691194,,,,,,,,,,,,,,,,,UNMATCHED
8704,LINICK DR,,REYNOLDSBURG,OH,43068,39.9648583,-82.7669439,,,,,,,,,,,,,,,,,UNMATCHED
8552,VICTORIA MEADOW LN SW,,REYNOLDSBURG,OH,43068,39.9726457,-82.7724239,,,,,,,,,,,,,,,,,UNMATCHED
99,NORTH SUMMIT RIDGE DR SW,,PATASKALA,OH,43068,39.9896148,-82.764809,,,,,,,,,,,,,,,,,UNMATCHED
8074,POLK PATH,,REYNOLDSBURG,OH,43068,39.9410889,-82.7778907,,,,,,,,,,,,,,,,,UNMATCHED
8612,VICTORIA MEADOW LN SW,,REYNOLDSBURG,OH,43068,39.9725123,-82.7714592,,,,,,,,,,,,,,,,,UNMATCHED
11030,TUSSING RD,,VIOLET TWP,OH,43068,39.9289272,-82.7939764,,,,,,,,,,,,,,,,,UNMATCHED
2439,TAYLOR SQUARE DR,,REYNOLDSBURG,OH,43068,39.9349765,-82.788275,,,,,,,,,,,,,,,,,UNMATCHED
8439,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9713085,-82.7753046,,,,,,,,,,,,,,,,,UNMATCHED
737,MILLSTREAM DR,,REYNOLDSBURG,OH,43068,39.9721377,-82.7683034,,,,,,,,,,,,,,,,,UNMATCHED
9060,RIDGELINE DR,,REYNOLDSBURG,OH,43068,39.9774502,-82.7602659,,,,,,,,,,,,,,,,,UNMATCHED
9206,SUMMIT RD SW,,ETNA TWP,OH,43068,39.9598117,-82.7525297,,,,,,,,,,,,,,,,,UNMATCHED
584,PEAK CT,,REYNOLDSBURG,OH,43068,39.9787829,-82.7552423,,,,,,,,,,,,,,,,,UNMATCHED
8891,ORMISTON CT,,REYNOLDSBURG,OH,43068,39.9746627,-82.7647848,,,,,,,,,,,,,,,,,UNMATCHED
105,WEEPING WILLOW LN SW,,ETNA TWP,OH,43068,39.9458076,-82.7504143,,,,,,,,,,,,,,,,,UNMATCHED
188,GEORGIAN DR SW,,ETNA TWP,OH,43068,39.9421895,-82.7581973,,,,,,,,,,,,,,,,,UNMATCHED
15501,PALMER RD SW,,ETNA TWP,OH,43068,39.9465752,-82.7755928,,,,,,,,,,,,,,,,,UNMATCHED
163,MEADOW DR,,ETNA TWP,OH,43068,39.9438125,-82.7668901,,,,,,,,,,,,,,,,,UNMATCHED
10434,TAYLOR RD SW,,REYNOLDSBURG,OH,43068,39.9422365,-82.7727678,,,,,,,,,,,,,,,,,UNMATCHED
8792,SUMMIT RD SW,,ETNA TWP,OH,43068,39.9639661,-82.7522077,,,,,,,,,,,,,,,,,UNMATCHED
8939,CORAL CANYON CIR,,REYNOLDSBURG,OH,43068,39.972628,-82.7625834,,,,,,,,,,,,,,,,,UNMATCHED
91,BEECHWOOD DR SW,,ETNA TWP,OH,43068,39.9477041,-82.7352353,,,,,,,,,,,,,,,,,UNMATCHED
9306,SUMMIT RD SW,,ETNA TWP,OH,43068,39.9585317,-82.7526617,,,,,,,,,,,,,,,,,UNMATCHED
6364,SUMMIT RD SW,,PATASKALA,OH,43068,39.9973857,-82.752046,,,,,,,,,,,,,,,,,UNMATCHED
2289,HOOVER AVE,,REYNOLDSBURG,OH,43068,39.9408296,-82.7773804,,,,,,,,,,,,,,,,,UNMATCHED
8362,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.9749009,-82.7787191,,,,,,,,,,,,,,,,,UNMATCHED
2158,CLAY STONE PL,,REYNOLDSBURG,OH,43068,39.9418717,-82.7777364,,,,,,,,,,,,,,,,,UNMATCHED
14675,PALMER RD SW,,ETNA TWP,OH,43068,39.94568,-82.7594692,,,,,,,,,,,,,,,,,UNMATCHED
889,MILLSTREAM DR,,REYNOLDSBURG,OH,43068,39.9710718,-82.768586,,,,,,,,,,,,,,,,,UNMATCHED
2323,BUSH BLVD,,REYNOLDSBURG,OH,43068,39.9398597,-82.7791146,,,,,,,,,,,,,,,,,UNMATCHED
8640,VICTORIA MEADOW LN SW,,REYNOLDSBURG,OH,43068,39.9726424,-82.7706981,,,,,,,,,,,,,,,,,UNMATCHED
178,BROOK DR SW,,ETNA TWP,OH,43068,39.9440213,-82.7667337,,,,,,,,,,,,,,,,,UNMATCHED
1161,STARLIGHT DR,,REYNOLDSBURG,OH,43068,39.9637724,-82.7732454,,,,,,,,,,,,,,,,,UNMATCHED
8399,RODEBAUGH RD,,REYNOLDSBURG,OH,43068,39.9733976,-82.7791539,,,,,,,,,,,,,,,,,UNMATCHED
9109,MCMAHON CT,,REYNOLDSBURG,OH,43068,39.9723574,-82.7578779,,,,,,,,,,,,,,,,,UNMATCHED
8407,LUCERNE DR,,REYNOLDSBURG,OH,43068,39.9724996,-82.7771791,,,,,,,,,,,,,,,,,UNMATCHED
1010,MUELLER DR,,REYNOLDSBURG,OH,43068,39.9700446,-82.7560926,,,,,,,,,,,,,,,,,UNMATCHED
1095,TAYLOR MILLS DR,,REYNOLDSBURG,OH,43068,39.964804,-82.7694996,,,,,,,,,,,,,,,,,UNMATCHED
7150,E MAIN ST,UNIT B106,REYNOLDSBURG,OH,43068,39.9562554,-82.8069507,060-003876,425,COMMERCIAL,UNKNOWN,LRES INVESTMENTS LLC,,,0,0,0,0,0,435000.00,17287.36,1060000,12/13/2000,MATCHED
6730,LIVINGSTON AVE,APT A,REYNOLDSBURG,OH,43068,39.9445259,-82.8166108,060-001091,403,COMMERCIAL,LIKELY_RENTAL,WOODVIEW PLAZA ASSOCIATES LLC,,,0,0,0,0,0,78900.00,2259.6,0,11/01/2013,MATCHED
9046,ROSEM CT SW,,REYNOLDSBURG,OH,43068,39.9760574,-82.7605441,,,,,,,,,,,,,,,,,UNMATCHED
8564,VICTORIA MEADOW LN SW,,REYNOLDSBURG,OH,43068,39.9723568,-82.7724284,,,,,,,,,,,,,,,,,UNMATCHED
9494,MINK ST SW,,ETNA TWP,OH,43068,39.9556396,-82.7303034,,,,,,,,,,,,,,,,,UNMATCHED
1251,CRESTVIEW ST,,REYNOLDSBURG,OH,43068,39.9607448,-82.7803264,,,,,,,,,,,,,,,,,UNMATCHED
1358,HANSON ST,,REYNOLDSBURG,OH,43068,39.9587119,-82.7791322,,,,,,,,,,,,,,,,,UNMATCHED
551,PEAK CT,,REYNOLDSBURG,OH,43068,39.9792717,-82.7554744,,,,,,,,,,,,,,,,,UNMATCHED
333,WOODBRIDGE PL SW,,PATASKALA,OH,43068,39.9913486,-82.7613917,,,,,,,,,,,,,,,,,UNMATCHED
243,WESLEY DR SW,,PATASKALA,OH,43068,39.9945362,-82.7569475,,,,,,,,,,,,,,,,,UNMATCHED
10148,MINK ST SW,,ETNA TWP,OH,43068,39.9464791,-82.7304945,,,,,,,,,,,,,,,,,UNMATCHED
8849,TAYLOR WOODS DR,,REYNOLDSBURG,OH,43068,39.9708422,-82.7646657,,,,,,,,,,,,,,,,,UNMATCHED
1366,BRIARCLIFF RD,APT 26,REYNOLDSBURG,OH,43068,39.9542496,-82.8110665,060-001818,403,COMMERCIAL,LIKELY_RENTAL,BRIARCLIFF PLAZA OWNER LLC,,,0,0,0,0,0,1302600.00,64231.8,0,11/30/2021,MATCHED
8268,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.9645975,-82.7789204,,,,,,,,,,,,,,,,,UNMATCHED
941,MASTIN PL,,REYNOLDSBURG,OH,43068,39.9677016,-82.7775953,,,,,,,,,,,,,,,,,UNMATCHED
8440,LUCERNE DR,,REYNOLDSBURG,OH,43068,39.9718974,-82.7755341,,,,,,,,,,,,,,,,,UNMATCHED
8553,LANDSEER DR,,REYNOLDSBURG,OH,43068,39.9669235,-82.7714638,,,,,,,,,,,,,,,,,UNMATCHED
793,PETIGREW CT,,REYNOLDSBURG,OH,43068,39.9734538,-82.7602153,,,,,,,,,,,,,,,,,UNMATCHED
640,HUNNICUT DR,,REYNOLDSBURG,OH,43068,39.9768898,-82.7588091,,,,,,,,,,,,,,,,,UNMATCHED
8381,SEALYHAM DR,,REYNOLDSBURG,OH,43068,39.9655939,-82.7758409,,,,,,,,,,,,,,,,,UNMATCHED
169,ROLEN RD SW,,ETNA TWP,OH,43068,39.9582648,-82.7484217,,,,,,,,,,,,,,,,,UNMATCHED
1345,SHELBY CIR,,REYNOLDSBURG,OH,43068,39.9588223,-82.7763018,,,,,,,,,,,,,,,,,UNMATCHED
6768,SUMMIT RD SW,,PATASKALA,OH,43068,39.9923933,-82.752482,,,,,,,,,,,,,,,,,UNMATCHED
6977,TAYLOR RD SW,,PATASKALA,OH,43068,39.9914378,-82.7672581,,,,,,,,,,,,,,,,,UNMATCHED
9059,LUPINE DR,,REYNOLDSBURG,OH,43068,39.9683744,-82.7585525,,,,,,,,,,,,,,,,,UNMATCHED
8388,SEALYHAM DR,,REYNOLDSBURG,OH,43068,39.9658128,-82.7759762,,,,,,,,,,,,,,,,,UNMATCHED
8856,BERGENIA CT,,REYNOLDSBURG,OH,43068,39.9655078,-82.763095,,,,,,,,,,,,,,,,,UNMATCHED
8305,TAYLOR RD SW,,REYNOLDSBURG,OH,43068,39.9714993,-82.7700309,,,,,,,,,,,,,,,,,UNMATCHED
8349,MORNINGDEW DR,,REYNOLDSBURG,OH,43068,39.9635562,-82.7758845,,,,,,,,,,,,,,,,,UNMATCHED
1310,HANSON ST,,REYNOLDSBURG,OH,43068,39.959619,-82.7790723,,,,,,,,,,,,,,,,,UNMATCHED
2319,BUSH BLVD,,REYNOLDSBURG,OH,43068,39.9399744,-82.7792087,,,,,,,,,,,,,,,,,UNMATCHED
12708,PALMER RD SW,,ETNA TWP,OH,43068,39.9441155,-82.7249097,,,,,,,,,,,,,,,,,UNMATCHED
8802,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.9662112,-82.7648873,,,,,,,,,,,,,,,,,UNMATCHED
9001,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.971384,-82.7607435,,,,,,,,,,,,,,,,,UNMATCHED
7090,SUMMIT RD SW,,PATASKALA,OH,43068,39.988016,-82.7528223,,,,,,,,,,,,,,,,,UNMATCHED
9155,RIDGELINE DR,,REYNOLDSBURG,OH,43068,39.977761,-82.7582277,,,,,,,,,,,,,,,,,UNMATCHED
9733,TAYLOR RD SW,,ETNA TWP,OH,43068,39.951206,-82.7717848,,,,,,,,,,,,,,,,,UNMATCHED
8080,PALMER RD SW,,REYNOLDSBURG,OH,43068,39.9469278,-82.7791203,,,,,,,,,,,,,,,,,UNMATCHED
935,BRIARO ST,,REYNOLDSBURG,OH,43068,39.9678259,-82.7791699,,,,,,,,,,,,,,,,,UNMATCHED
1173,MASTELL DR,,REYNOLDSBURG,OH,43068,39.9676377,-82.7553919,,,,,,,,,,,,,,,,,UNMATCHED
8060,PALMER RD SW,,REYNOLDSBURG,OH,43068,39.9469596,-82.7794475,,,,,,,,,,,,,,,,,UNMATCHED
8118,SLATE RIDGE BLVD,,REYNOLDSBURG,OH,43068,39.9443685,-82.7793354,,,,,,,,,,,,,,,,,UNMATCHED
1200,ROSEHILL RD,APT 202,REYNOLDSBURG,OH,43068,39.9563575,-82.8187703,060-001354,403,COMMERCIAL,LIKELY_RENTAL,ROSEHILL PLAZA OWNER LLC,,,0,0,0,0,0,916500.00,26243.14,0,11/30/2021,MATCHED
1405,HAFT DR,APT A2,REYNOLDSBURG,OH,43068,39.9542975,-82.8076459,,,,,,,,,,,,,,,,,UNMATCHED
8375,REYNOLDSWOOD DR,,REYNOLDSBURG,OH,43068,39.9755094,-82.7785462,,,,,,,,,,,,,,,,,UNMATCHED
164,WESLEY DR SW,,PATASKALA,OH,43068,39.9947119,-82.7552732,,,,,,,,,,,,,,,,,UNMATCHED
8691,MILLPOND DR,,REYNOLDSBURG,OH,43068,39.9720696,-82.7695649,,,,,,,,,,,,,,,,,UNMATCHED
9067,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.9716244,-82.7587376,,,,,,,,,,,,,,,,,UNMATCHED
1401,CREEKSIDE PL,,REYNOLDSBURG,OH,43068,39.9495837,-82.7775647,,,,,,,,,,,,,,,,,UNMATCHED
8247,GOLDSMITH DR,,REYNOLDSBURG,OH,43068,39.9576801,-82.7780514,,,,,,,,,,,,,,,,,UNMATCHED
2056,CLAY STONE PL,,REYNOLDSBURG,OH,43068,39.9438223,-82.777964,,,,,,,,,,,,,,,,,UNMATCHED
183,GOINGS LN SW,,ETNA TWP,OH,43068,39.9491463,-82.7674729,,,,,,,,,,,,,,,,,UNMATCHED
720,CORGI DR,,REYNOLDSBURG,OH,43068,39.9720905,-82.7790903,,,,,,,,,,,,,,,,,UNMATCHED
8637,VICTORIA MEADOW LN SW,,REYNOLDSBURG,OH,43068,39.972156,-82.7704337,,,,,,,,,,,,,,,,,UNMATCHED
8618,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.9664583,-82.7697443,,,,,,,,,,,,,,,,,UNMATCHED
14530,E BROAD ST,,PATASKALA,OH,43068,39.9892848,-82.7589338,,,,,,,,,,,,,,,,,UNMATCHED
1200,ROSEHILL RD,APT 105,REYNOLDSBURG,OH,43068,39.9563575,-82.8187703,060-001354,403,COMMERCIAL,LIKELY_RENTAL,ROSEHILL PLAZA OWNER LLC,,,0,0,0,0,0,916500.00,26243.14,0,11/30/2021,MATCHED
8002,FENWAY CIR,,REYNOLDSBURG,OH,43068,39.9421048,-82.7817414,,,,,,,,,,,,,,,,,UNMATCHED
8645,VICTORIA MEADOW LN SW,,REYNOLDSBURG,OH,43068,39.9718928,-82.7708465,,,,,,,,,,,,,,,,,UNMATCHED
7670,FARMSBURY DR,APT C,REYNOLDSBURG,OH,43068,39.9415253,-82.7905563,060-008614,425,COMMERCIAL,LIKELY_RENTAL,TAYLOR SQUARE HOLDINGS LLC,,,0,0,0,0,0,4480000.00,128278.74,7250000,12/19/2024,MATCHED
96,NORTHVIEW DR SW,,ETNA TWP,OH,43068,39.9547839,-82.7517118,,,,,,,,,,,,,,,,,UNMATCHED
8415,REYNOLDSWOOD DR,,REYNOLDSBURG,OH,43068,39.9754547,-82.7774441,,,,,,,,,,,,,,,,,UNMATCHED
642,TRUHART RD,,REYNOLDSBURG,OH,43068,39.9773188,-82.7551461,,,,,,,,,,,,,,,,,UNMATCHED
540,ALLI'S PLACE W,,REYNOLDSBURG,OH,43068,39.9789313,-82.7583994,,,,,,,,,,,,,,,,,UNMATCHED
8539,ROBBINS LOOP DR,,REYNOLDSBURG,OH,43068,39.9753091,-82.774178,,,,,,,,,,,,,,,,,UNMATCHED
8525,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.9744889,-82.7746023,,,,,,,,,,,,,,,,,UNMATCHED
1338,HANSON ST,,REYNOLDSBURG,OH,43068,39.9590362,-82.7791186,,,,,,,,,,,,,,,,,UNMATCHED
698,MORENO DR,,REYNOLDSBURG,OH,43068,39.9756753,-82.7588051,,,,,,,,,,,,,,,,,UNMATCHED
952,MUELLER DR,,REYNOLDSBURG,OH,43068,39.9707578,-82.7575134,,,,,,,,,,,,,,,,,UNMATCHED
1088,BERGENIA DR,,REYNOLDSBURG,OH,43068,39.9667547,-82.7616555,,,,,,,,,,,,,,,,,UNMATCHED
1114,CRESTVIEW ST,,REYNOLDSBURG,OH,43068,39.963685,-82.7798053,,,,,,,,,,,,,,,,,UNMATCHED
53,BROOK DR SW,,ETNA TWP,OH,43068,39.9451382,-82.7651308,,,,,,,,,,,,,,,,,UNMATCHED
215,ROLEN RD SW,,ETNA TWP,OH,43068,39.9591155,-82.7483629,,,,,,,,,,,,,,,,,UNMATCHED
2078,STONE VALLEY PL,,REYNOLDSBURG,OH,43068,39.9433198,-82.7790944,,,,,,,,,,,,,,,,,UNMATCHED
8426,REYNOLDSWOOD DR,,REYNOLDSBURG,OH,43068,39.9756657,-82.7772989,,,,,,,,,,,,,,,,,UNMATCHED
8649,TAYLOR WOODS DR,,REYNOLDSBURG,OH,43068,39.9702382,-82.7699205,,,,,,,,,,,,,,,,,UNMATCHED
13659,NATIONAL RD SW,,ETNA TWP,OH,43068,39.9562895,-82.743568,,,,,,,,,,,,,,,,,UNMATCHED
1098,TAYLOR MILLS DR,,REYNOLDSBURG,OH,43068,39.9651517,-82.7696668,,,,,,,,,,,,,,,,,UNMATCHED
2313,MADISON AVE,,REYNOLDSBURG,OH,43068,39.9400913,-82.7783475,,,,,,,,,,,,,,,,,UNMATCHED
40,SALEM CT SW,,PATASKALA,OH,43068,39.9915104,-82.758411,,,,,,,,,,,,,,,,,UNMATCHED
8388,EMERICK CLOSE,,REYNOLDSBURG,OH,43068,39.9602683,-82.7752835,,,,,,,,,,,,,,,,,UNMATCHED
8975,TRINITY CIR,,REYNOLDSBURG,OH,43068,39.9750022,-82.7623215,,,,,,,,,,,,,,,,,UNMATCHED
1084,STARLIGHT DR,,REYNOLDSBURG,OH,43068,39.9654721,-82.7716205,,,,,,,,,,,,,,,,,UNMATCHED
14276,PALMER RD SW,,ETNA TWP,OH,43068,39.9456311,-82.7536203,,,,,,,,,,,,,,,,,UNMATCHED
999,MAHLE DR SW,,REYNOLDSBURG,OH,43068,39.9689788,-82.7606763,,,,,,,,,,,,,,,,,UNMATCHED
702,HUNNICUT DR,,REYNOLDSBURG,OH,43068,39.9758778,-82.7567415,,,,,,,,,,,,,,,,,UNMATCHED
10254,TOLLGATE RD SW,,ETNA TWP,OH,43068,39.9450491,-82.7059592,,,,,,,,,,,,,,,,,UNMATCHED
8471,PAPILLON AVE,,REYNOLDSBURG,OH,43068,39.9689144,-82.774415,,,,,,,,,,,,,,,,,UNMATCHED
9900,MINK ST SW,,ETNA TWP,OH,43068,39.9494189,-82.730342,,,,,,,,,,,,,,,,,UNMATCHED
8591,WILDOMAR AVE,,REYNOLDSBURG,OH,43068,39.9732044,-82.7721498,,,,,,,,,,,,,,,,,UNMATCHED
1151,CRESTVIEW ST,,REYNOLDSBURG,OH,43068,39.9628707,-82.7801425,,,,,,,,,,,,,,,,,UNMATCHED
9570,MINK ST SW,,ETNA TWP,OH,43068,39.9545134,-82.7302375,,,,,,,,,,,,,,,,,UNMATCHED
386,WENDELL RD SW,,ETNA TWP,OH,43068,39.9463494,-82.7314639,,,,,,,,,,,,,,,,,UNMATCHED
8935,CORAL CANYON CIR,,REYNOLDSBURG,OH,43068,39.9726337,-82.7628948,,,,,,,,,,,,,,,,,UNMATCHED
1259,GLENVIEW ST,,REYNOLDSBURG,OH,43068,39.9608726,-82.7781656,,,,,,,,,,,,,,,,,UNMATCHED
51,SOUTHVIEW DR SW,,ETNA TWP,OH,43068,39.9531828,-82.7505327,,,,,,,,,,,,,,,,,UNMATCHED
832,TRICOLOR DR,,REYNOLDSBURG,OH,43068,39.9704713,-82.7742272,,,,,,,,,,,,,,,,,UNMATCHED
13151,NATIONAL RD SW,,ETNA TWP,OH,43068,39.9564722,-82.7334276,,,,,,,,,,,,,,,,,UNMATCHED
933,MUELLER DR,,REYNOLDSBURG,OH,43068,39.9708724,-82.7581195,,,,,,,,,,,,,,,,,UNMATCHED
54,MEADOW DR,,ETNA TWP,OH,43068,39.9453921,-82.7671262,,,,,,,,,,,,,,,,,UNMATCHED
56,PARK LN SW,,ETNA TWP,OH,43068,39.9609012,-82.7476797,,,,,,,,,,,,,,,,,UNMATCHED
200,BEECHWOOD DR SW,,ETNA TWP,OH,43068,39.9492887,-82.7345553,,,,,,,,,,,,,,,,,UNMATCHED
8479,RODEBAUGH RD,,REYNOLDSBURG,OH,43068,39.9732895,-82.7769161,,,,,,,,,,,,,,,,,UNMATCHED
125,PRINCESS ST SW,,ETNA TWP,OH,43068,39.9660886,-82.7334167,,,,,,,,,,,,,,,,,UNMATCHED
2312,BUSH BLVD,,REYNOLDSBURG,OH,43068,39.9402455,-82.7789925,,,,,,,,,,,,,,,,,UNMATCHED
573,ALLI'S PLACE W,,REYNOLDSBURG,OH,43068,39.978388,-82.7587247,,,,,,,,,,,,,,,,,UNMATCHED
8611,VICTORIA MEADOW LN SW,,REYNOLDSBURG,OH,43068,39.9721474,-82.771176,,,,,,,,,,,,,,,,,UNMATCHED
8362,GLENCREST DR,,REYNOLDSBURG,OH,43068,39.961872,-82.7756256,,,,,,,,,,,,,,,,,UNMATCHED
8051,FENWAY CIR,,REYNOLDSBURG,OH,43068,39.9422176,-82.7803869,,,,,,,,,,,,,,,,,UNMATCHED
844,BERNESE CT,,REYNOLDSBURG,OH,43068,39.9698941,-82.7759828,,,,,,,,,,,,,,,,,UNMATCHED
8508,SUNLIGHT DR,,REYNOLDSBURG,OH,43068,39.9632973,-82.7719847,,,,,,,,,,,,,,,,,UNMATCHED
820,MILLSTREAM DR,,REYNOLDSBURG,OH,43068,39.9720693,-82.7662674,,,,,,,,,,,,,,,,,UNMATCHED
867,MILLSTREAM DR,,REYNOLDSBURG,OH,43068,39.970823,-82.7678479,,,,,,,,,,,,,,,,,UNMATCHED
7399,CHERRY BROOK DR,,REYNOLDSBURG,OH,43068,39.9469027,-82.7946352,060-009155,550,APARTMENT_4PLUS,LIKELY_RENTAL,WESTWOOD SHELBY J TR,,2006,2,2,1,6,1,306100.00,5617.52,0,05/09/2016,MATCHED
7404,CHERRY BROOK DR,,REYNOLDSBURG,OH,43068,39.9471655,-82.79394,060-009153,550,APARTMENT_4PLUS,LIKELY_OWNER,TAYLOR LADONNA M,,2005,3,3,0,5,1,275700.00,4940.76,215000,10/11/2019,MATCHED
2849,TAYLOR RD,,REYNOLDSBURG,OH,43068,39.9387865,-82.7867829,,,,,,,,,,,,,,,,,UNMATCHED
8267,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9388064,-82.7736738,,,,,,,,,,,,,,,,,UNMATCHED
2869,TAYLOR RD,,REYNOLDSBURG,OH,43068,39.9388983,-82.7873479,,,,,,,,,,,,,,,,,UNMATCHED
2227,BALTIMORE-REYNOLDSBURG RD,# B,REYNOLDSBURG,OH,43068,39.9390475,-82.7914242,,,,,,,,,,,,,,,,,UNMATCHED
2793,TAYLOR RD,,REYNOLDSBURG,OH,43068,39.9384819,-82.7853304,,,,,,,,,,,,,,,,,UNMATCHED
8265,CLEAR PATH DR,,REYNOLDSBURG,OH,43068,39.9393185,-82.7742353,,,,,,,,,,,,,,,,,UNMATCHED
7962,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.938022,-82.778655,,,,,,,,,,,,,,,,,UNMATCHED
8010,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9372974,-82.7787351,,,,,,,,,,,,,,,,,UNMATCHED
8250,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9388908,-82.7740579,,,,,,,,,,,,,,,,,UNMATCHED
8260,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.938949,-82.7738917,,,,,,,,,,,,,,,,,UNMATCHED
8129,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9377725,-82.7762994,,,,,,,,,,,,,,,,,UNMATCHED
8008,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9372965,-82.7787538,,,,,,,,,,,,,,,,,UNMATCHED
2953,TAYLOR RD,,REYNOLDSBURG,OH,43068,39.9395374,-82.789433,,,,,,,,,,,,,,,,,UNMATCHED
8227,CLEAR PATH DR,,REYNOLDSBURG,OH,43068,39.938965,-82.7752071,,,,,,,,,,,,,,,,,UNMATCHED
7866,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9382285,-82.7766829,,,,,,,,,,,,,,,,,UNMATCHED
8097,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9376841,-82.7768989,,,,,,,,,,,,,,,,,UNMATCHED
8449,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.9641935,-82.7737144,,,,,,,,,,,,,,,,,UNMATCHED
9177,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.9746526,-82.7569247,,,,,,,,,,,,,,,,,UNMATCHED
1316,CRESTVIEW ST,,REYNOLDSBURG,OH,43068,39.9594481,-82.7801459,,,,,,,,,,,,,,,,,UNMATCHED
1204,DAYLIGHT DR,,REYNOLDSBURG,OH,43068,39.9623508,-82.7765259,,,,,,,,,,,,,,,,,UNMATCHED
503,ALLI'S PLACE W,,REYNOLDSBURG,OH,43068,39.9796951,-82.7583894,,,,,,,,,,,,,,,,,UNMATCHED
9138,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.9745232,-82.7576919,,,,,,,,,,,,,,,,,UNMATCHED
1049,LUPINE CT,,REYNOLDSBURG,OH,43068,39.9681191,-82.7597539,,,,,,,,,,,,,,,,,UNMATCHED
8569,ROBBINS LOOP DR,,REYNOLDSBURG,OH,43068,39.9752857,-82.7735137,,,,,,,,,,,,,,,,,UNMATCHED
15593,PALMER RD SW,,REYNOLDSBURG,OH,43068,39.9466703,-82.777183,,,,,,,,,,,,,,,,,UNMATCHED
1280,CREEKSIDE PL,,REYNOLDSBURG,OH,43068,39.9506915,-82.7784522,,,,,,,,,,,,,,,,,UNMATCHED
8728,MILLPOND DR,,REYNOLDSBURG,OH,43068,39.9715425,-82.7684013,,,,,,,,,,,,,,,,,UNMATCHED
934,MASTIN PL,,REYNOLDSBURG,OH,43068,39.9678,-82.7773051,,,,,,,,,,,,,,,,,UNMATCHED
1179,SANDERLING DR,,REYNOLDSBURG,OH,43068,39.9618772,-82.7721911,,,,,,,,,,,,,,,,,UNMATCHED
794,MILLSTREAM DR,,REYNOLDSBURG,OH,43068,39.9722236,-82.7688754,,,,,,,,,,,,,,,,,UNMATCHED
8198,SLATE RIDGE BLVD,,REYNOLDSBURG,OH,43068,39.9444397,-82.7772776,,,,,,,,,,,,,,,,,UNMATCHED
8479,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9696447,-82.7748954,,,,,,,,,,,,,,,,,UNMATCHED
921,QUAINT CT,,REYNOLDSBURG,OH,43068,39.9695651,-82.7689584,,,,,,,,,,,,,,,,,UNMATCHED
2891,TAYLOR RD,,REYNOLDSBURG,OH,43068,39.938956,-82.7878376,,,,,,,,,,,,,,,,,UNMATCHED
8099,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9376897,-82.7768586,,,,,,,,,,,,,,,,,UNMATCHED
2235,WESLEY WAY,APT D,REYNOLDSBURG,OH,43068,39.9368346,-82.7941381,,,,,,,,,,,,,,,,,UNMATCHED
8133,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9378115,-82.7762171,,,,,,,,,,,,,,,,,UNMATCHED
8113,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9377118,-82.7765829,,,,,,,,,,,,,,,,,UNMATCHED
8259,CLEAR PATH DR,,REYNOLDSBURG,OH,43068,39.9392463,-82.7744023,,,,,,,,,,,,,,,,,UNMATCHED
8177,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9381737,-82.7755047,,,,,,,,,,,,,,,,,UNMATCHED
2249,WESLEY WAY,APT B,REYNOLDSBURG,OH,43068,39.9359904,-82.793546,,,,,,,,,,,,,,,,,UNMATCHED
7812,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9387256,-82.7754756,,,,,,,,,,,,,,,,,UNMATCHED
8033,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.9371167,-82.7784157,,,,,,,,,,,,,,,,,UNMATCHED
2321,TAYLOR PARK DR,,REYNOLDSBURG,OH,43068,39.9366741,-82.792275,,,,,,,,,,,,,,,,,UNMATCHED
8203,TRIBUTARY LN,,REYNOLDSBURG,OH,43068,39.938301,-82.7750609,,,,,,,,,,,,,,,,,UNMATCHED
