address,reason
"6404 BUSCH BLVD, 458, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4594 NORTHTOWNE BLVD, G4, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, G6, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, 212, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4802 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4594 NORTHTOWNE BLVD, 212, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, 210, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, 109, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, 218, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6194 BUSCH BLVD, 123, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6314 BUSCH BLVD, 189, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6410 BUSCH BLVD, 485, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6400 BUSCH BLVD, 428, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4594 NORTHTOWNE BLVD, 111, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4594 NORTHTOWNE BLVD, 209, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4654 NORTHTOWNE BLVD, G, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4648 NORTHTOWNE BLVD, G, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6252 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6244 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6630 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6140 BUSCH BLVD, 76, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6194 BUSCH BLVD, 130, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6398 BUSCH BLVD, 426, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6295 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6431 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4630 NORTHTOWNE BLVD, E, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"5246 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6172 BUSCH BLVD, 2048, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6396 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6406 BUSCH BLVD, 463, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5156 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, 104, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6415 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6460 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6314 BUSCH BLVD, 168, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4612 NORTHTOWNE BLVD, A, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4630 NORTHTOWNE BLVD, D, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4654 NORTHTOWNE BLVD, J, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6194 BUSCH BLVD, 142, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6194 BUSCH BLVD, 131, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5230 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, G13, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6240 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6660 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4600 NORTHTOWNE BLVD, 201, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, G15, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, 202, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4612 NORTHTOWNE BLVD, H, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6677 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4648 NORTHTOWNE BLVD, E, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4906 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6302 BUSCH BLVD, 202, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5236 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4700 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6289 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5110 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6331 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6335 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4594 NORTHTOWNE BLVD, 103, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6194 BUSCH BLVD, 116, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6396 BUSCH BLVD, 419, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5178 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"5022 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6172 BUSCH BLVD, 2050, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4654 NORTHTOWNE BLVD, A, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6500 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6140 BUSCH BLVD, 51, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6140 BUSCH BLVD, 81, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6140 BUSCH BLVD, 86, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5202 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4956 NORTHTOWNE BLVD, CATV, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4793 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6314 BUSCH BLVD, 182, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6410 BUSCH BLVD, 473, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4654 NORTHTOWNE BLVD, L, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4919 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6333 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4600 NORTHTOWNE BLVD, 105, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6555 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4600 NORTHTOWNE BLVD, G2, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4612 NORTHTOWNE BLVD, E, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6140 BUSCH BLVD, 55, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6230 BUSCH BLVD, 100, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6314 BUSCH BLVD, 177, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6410 BUSCH BLVD, 478, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5221 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4707 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6194 BUSCH BLVD, 122, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6194 BUSCH BLVD, 133, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6314 BUSCH BLVD, 179, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6398 BUSCH BLVD, 434, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5170 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4877 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, 216, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6291 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4600 NORTHTOWNE BLVD, G11, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, G16, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4636 NORTHTOWNE BLVD, K, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6178 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6312 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6396 1/2 BUSCH BLVD, CATV, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6400 BUSCH BLVD, 421, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6408 BUSCH BLVD, 488, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4630 NORTHTOWNE BLVD, C, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6360 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6194 BUSCH BLVD, 120, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6314 BUSCH BLVD, 184, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6364 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6398 BUSCH BLVD, 440, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5034 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6400 BUSCH BLVD, 422, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6404 BUSCH BLVD, 450, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6406 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6408 BUSCH BLVD, 489, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6158 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5242 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4880 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6309 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4654 NORTHTOWNE BLVD, E, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4748 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6220 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4600 NORTHTOWNE BLVD, 116, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4859 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4935 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6394 BUSCH BLVD, 409, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6406 BUSCH BLVD, 462, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4606 NORTHTOWNE BLVD, D, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4818 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6194 BUSCH BLVD, 138, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6190 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4636 NORTHTOWNE BLVD, C, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4716 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6368 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6400 BUSCH BLVD, 423, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6140 BUSCH BLVD, 63, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"4594 NORTHTOWNE BLVD, 201, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4873 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4600 NORTHTOWNE BLVD, G1, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4594 NORTHTOWNE BLVD, 211, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"4618 NORTHTOWNE BLVD, I, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"6300 BUSCH BLVD, 207, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6194 BUSCH BLVD, 154, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"6454 BUSCH BLVD, COLUMBUS, OH, 43229",High commercial likelihood: BUSCH BLVD
"5082 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"5080 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"5054 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"5092 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"5066 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"5068 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"5094 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
"5056 NORTHTOWNE BLVD, COLUMBUS, OH, 43229",High commercial likelihood: NORTHTOWNE BLVD
